# Wind Estimator
#
# Q = diag( 1.00000 1.00000 1.00000 0.01000 0.01000 0.01000 )
# R = diag( 0.25000 0.25000 0.25000 0.01000 0.01000 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az vkx vky vkz va aoa q1 q2 q3 q4 phi theta u v w wx wy wz t
0.28407 0.68297 -0.07183 -2.677 2.457 -10.286 1.49 -0.11 0.11 0.00 0.00000 -0.91309 0.13575 0.03701 0.38269 -0.2247 -0.1723 -0.014 0.005 -0.569 1.562 -0.106 0.562 145410
-0.09593 0.10408 -0.05766 -1.505 1.578 -6.323 1.47 -0.03 0.18 0.00 0.00000 -0.91602 0.10771 0.01180 0.38620 -0.1904 -0.1050 -0.004 0.273 -0.417 1.524 -0.117 0.525 145510
-0.29851 -0.20976 0.02794 -1.378 2.411 -8.353 1.55 -0.07 0.22 0.00 0.00000 -0.91357 0.12748 0.01762 0.38577 -0.2230 -0.1309 0.004 0.139 -0.368 1.516 -0.114 0.523 145610
-0.22816 -0.04926 -0.26607 -1.620 2.424 -9.709 1.61 -0.09 0.20 0.00 0.00000 -0.90828 0.14481 0.02202 0.39187 -0.2513 -0.1541 -0.002 0.102 -0.237 1.510 -0.135 0.468 145710
-0.12423 0.25741 -0.08636 -1.074 2.070 -11.730 1.64 -0.11 0.03 0.00 0.00000 -0.90079 0.15402 0.01866 0.40558 -0.2689 -0.1592 -0.006 0.330 -0.653 1.521 -0.119 0.498 145810
-0.16280 0.47038 -0.43760 -1.371 1.676 -9.213 1.58 -0.04 0.04 0.00 0.00000 -0.89505 0.14370 -0.00395 0.42215 -0.2654 -0.1145 -0.005 0.054 -0.526 1.537 -0.099 0.464 145910
0.16961 0.50867 -0.28560 -1.132 1.316 -8.056 1.54 -0.09 0.19 0.00 0.00000 -0.88651 0.12967 -0.02472 0.44346 -0.2552 -0.0712 0.008 0.073 -0.461 1.528 -0.103 0.476 146010
0.17904 -0.12105 -0.10862 -1.046 1.429 -7.973 1.49 -0.15 0.32 0.00 0.00000 -0.88182 0.12095 -0.02444 0.45515 -0.2383 -0.0670 0.009 0.011 -0.389 1.525 -0.105 0.503 146110
0.25853 0.02802 0.09791 -1.399 1.288 -8.615 1.44 -0.18 0.29 0.00 0.00000 -0.88328 0.11294 -0.01368 0.45482 -0.2142 -0.0786 0.004 -0.156 -0.413 1.531 -0.102 0.500 146210
0.56112 0.80260 0.19639 -1.724 0.856 -8.953 1.36 -0.25 0.27 0.00 0.00000 -0.88691 0.08294 -0.02501 0.45373 -0.1707 -0.0309 -0.001 -0.292 -0.529 1.540 -0.103 0.504 146310
0.39845 0.97842 -0.27325 -0.685 0.758 -8.450 1.32 -0.08 0.28 0.00 0.00000 -0.88230 0.03273 -0.05414 0.46641 -0.1087 0.0650 0.003 -0.212 -0.496 1.524 -0.094 0.512 146410
0.27487 0.17180 -0.29591 0.410 -0.785 -8.707 1.33 -0.01 0.30 0.00 0.00000 -0.87068 0.00759 -0.06716 0.48716 -0.0792 0.1097 0.000 -0.056 -0.518 1.519 -0.071 0.529 146510
0.29909 0.09345 -0.23681 1.365 -0.684 -9.864 1.37 0.02 0.37 0.00 0.00000 -0.86017 -0.01027 -0.06024 0.50632 -0.0436 0.1142 -0.001 0.000 -0.518 1.516 -0.044 0.543 146610
0.14758 0.03759 0.00859 1.116 -0.699 -9.607 1.39 0.08 0.44 0.00 0.00000 -0.85519 -0.02521 -0.05591 0.51465 -0.0145 0.1218 0.001 0.035 -0.490 1.517 -0.010 0.564 146710
0.50344 0.21974 0.14894 1.566 -0.563 -10.023 1.39 0.05 0.34 0.00 0.00000 -0.85438 -0.04307 -0.05097 0.51533 0.0212 0.1318 -0.001 -0.043 -0.541 1.538 0.021 0.561 146810
0.42526 0.38628 0.07211 1.706 -0.711 -9.901 1.40 0.05 0.28 0.00 0.00000 -0.85308 -0.07357 -0.05354 0.51378 0.0715 0.1677 0.001 -0.042 -0.581 1.543 0.032 0.556 146910
0.02632 0.21589 -0.06598 2.331 -0.995 -9.802 1.32 0.02 0.30 0.00 0.00000 -0.84987 -0.08825 -0.06472 0.51549 0.0851 0.2023 0.003 -0.067 -0.542 1.534 0.034 0.554 147010
-0.20417 0.09726 -0.16369 2.441 -0.222 -9.636 1.22 -0.01 0.31 0.00 0.00000 -0.84434 -0.08275 -0.07739 0.52368 0.0601 0.2191 -0.008 -0.247 -0.627 1.540 0.039 0.573 147110
-0.07470 0.03191 -0.11956 2.088 0.110 -9.316 1.16 -0.00 0.41 0.00 0.00000 -0.83898 -0.07779 -0.08290 0.53214 0.0433 0.2237 -0.005 -0.383 -0.568 1.557 0.062 0.582 147210
0.39022 0.06128 -0.15785 1.809 0.003 -9.901 1.12 0.05 0.42 0.00 0.00000 -0.83360 -0.08427 -0.08479 0.53926 0.0504 0.2343 -0.000 -0.457 -0.545 1.591 0.105 0.589 147310
0.11068 0.21311 -0.11424 2.367 -0.865 -9.451 0.99 0.19 0.70 0.00 0.00000 -0.82717 -0.09648 -0.08749 0.54663 0.0661 0.2529 -0.013 -0.441 -0.304 1.610 0.176 0.615 147410
-0.09939 0.03776 0.02599 2.441 -0.401 -9.102 0.88 0.28 0.82 0.00 0.00000 -0.82551 -0.10183 -0.09499 0.54693 0.0667 0.2715 -0.010 -0.566 -0.237 1.615 0.255 0.651 147510
-0.15893 -0.01574 0.06309 2.394 -0.132 -8.644 0.65 0.15 0.76 0.00 0.00000 -0.82622 -0.09202 -0.10100 0.54652 0.0432 0.2707 0.000 -0.871 -0.295 1.618 0.305 0.707 147610
-0.17659 0.09624 -0.04233 2.218 0.060 -8.626 0.47 0.03 0.74 0.00 0.00000 -0.82659 -0.08001 -0.10898 0.54631 0.0136 0.2709 0.003 -1.129 -0.356 1.620 0.336 0.752 147710
-0.18155 0.23943 0.01207 2.713 0.239 -8.182 0.28 0.03 0.56 0.00 0.00000 -0.82276 -0.07653 -0.12483 0.54919 -0.0116 0.2936 0.009 -1.314 -0.557 1.614 0.348 0.819 147810
0.01796 0.05279 -0.06365 2.640 -0.225 -8.428 0.12 0.09 0.41 0.00 0.00000 -0.81996 -0.08465 -0.12694 0.55169 -0.0013 0.3063 0.006 -1.418 -0.787 1.596 0.362 0.875 147910
0.00902 -0.08910 0.01227 2.336 0.087 -8.851 0.05 0.05 0.31 0.00 0.00000 -0.81846 -0.08185 -0.12690 0.55435 -0.0070 0.3031 0.002 -1.544 -0.958 1.601 0.379 0.895 148010
0.01716 0.04851 0.03752 2.654 -0.470 -9.053 -0.00 0.00 0.26 0.00 0.00000 -0.82005 -0.07985 -0.12512 0.55269 -0.0076 0.2978 0.000 -1.557 -1.021 1.606 0.390 0.902 148110
0.00529 0.04139 0.05407 2.655 -0.177 -8.675 -0.00 -0.00 0.21 0.00 0.00000 -0.81986 -0.08130 -0.12703 0.55233 -0.0073 0.3027 0.007 -1.611 -1.064 1.611 0.392 0.914 148210
0.00408 -0.05992 0.01605 2.856 -0.167 -9.066 -0.00 -0.01 0.17 0.00 0.00000 -0.81969 -0.08072 -0.12455 0.55324 -0.0057 0.2979 0.002 -1.615 -1.138 1.613 0.390 0.919 148310
0.00774 -0.10999 0.03870 2.607 -0.020 -9.075 -0.02 -0.03 0.18 0.00 0.00000 -0.82021 -0.07829 -0.12069 0.55366 -0.0054 0.2886 0.001 -1.664 -1.146 1.617 0.390 0.925 148410
0.00642 -0.00991 -0.00346 2.593 -0.156 -9.285 -0.05 -0.04 0.19 0.00 0.00000 -0.82236 -0.07648 -0.11792 0.55133 -0.0044 0.2820 -0.002 -1.682 -1.159 1.621 0.393 0.931 148510
0.00472 0.02450 0.00043 2.626 0.022 -9.052 -0.07 -0.04 0.08 0.00 0.00000 -0.82162 -0.07722 -0.11905 0.55208 -0.0047 0.2847 0.002 -1.731 -1.241 1.626 0.392 0.934 148610
-0.00785 -0.05508 0.02299 2.552 -0.180 -8.998 -0.09 -0.03 0.06 0.00 0.00000 -0.82261 -0.07682 -0.11815 0.55085 -0.0039 0.2827 0.002 -1.724 -1.272 1.629 0.391 0.939 148710
0.00870 -0.10567 -0.00372 2.495 -0.178 -9.085 -0.02 -0.04 -0.02 0.00 0.00000 -0.82354 -0.07520 -0.11230 0.55091 0.0001 0.2711 0.002 -1.677 -1.342 1.631 0.384 0.943 148810
0.01408 -0.01002 0.00103 2.319 -0.118 -9.118 0.03 -0.04 -0.06 0.00 0.00000 -0.82439 -0.07443 -0.10819 0.55057 0.0037 0.2633 0.002 -1.637 -1.393 1.636 0.373 0.946 148910
0.01153 -0.02175 0.03412 2.293 -0.100 -9.229 0.06 -0.03 -0.01 0.00 0.00000 -0.82464 -0.07440 -0.10594 0.55064 0.0062 0.2595 -0.000 -1.606 -1.370 1.639 0.366 0.952 149010
0.01162 -0.02274 0.05924 2.247 -0.077 -9.269 0.07 -0.02 0.00 0.00 0.00000 -0.82652 -0.07433 -0.10385 0.54822 0.0092 0.2559 -0.002 -1.589 -1.354 1.640 0.364 0.959 149110
0.00396 0.02756 -0.00303 2.469 -0.160 -9.147 0.02 -0.04 -0.04 0.00 0.00000 -0.82769 -0.07425 -0.10547 0.54614 0.0079 0.2585 0.000 -1.628 -1.394 1.647 0.365 0.962 149210
0.00611 -0.00392 0.00627 2.290 -0.086 -9.226 -0.02 -0.04 -0.04 0.00 0.00000 -0.82800 -0.07350 -0.10584 0.54571 0.0064 0.2583 -0.002 -1.681 -1.413 1.652 0.368 0.967 149310
-0.00379 -0.01952 -0.00574 2.336 -0.118 -9.312 -0.03 -0.02 -0.12 0.00 0.00000 -0.82764 -0.07333 -0.10494 0.54644 0.0069 0.2566 -0.003 -1.689 -1.494 1.653 0.370 0.973 149410
-0.00506 -0.03562 -0.00237 2.310 -0.204 -9.202 -0.03 -0.00 -0.16 0.00 0.00000 -0.82764 -0.07341 -0.10434 0.54655 0.0077 0.2557 -0.001 -1.676 -1.540 1.652 0.371 0.977 149510
-0.00496 -0.00126 -0.00280 2.381 -0.232 -9.189 0.07 0.01 -0.14 0.00 0.00000 -0.82835 -0.07485 -0.10169 0.54578 0.0134 0.2528 -0.000 -1.576 -1.523 1.648 0.367 0.983 149610
-0.00034 0.03531 0.00355 2.340 -0.197 -9.158 0.16 0.01 -0.13 0.00 0.00000 -0.82909 -0.07641 -0.10095 0.54458 0.0173 0.2533 0.000 -1.498 -1.505 1.648 0.362 0.988 149710
0.00114 0.01993 0.00234 2.236 -0.128 -9.212 0.11 0.00 -0.12 0.00 0.00000 -0.82890 -0.07584 -0.10257 0.54464 0.0144 0.2554 -0.001 -1.543 -1.507 1.654 0.361 0.992 149810
-0.00162 0.01090 -0.00125 2.387 -0.172 -9.210 0.04 -0.01 -0.10 0.00 0.00000 -0.82901 -0.07498 -0.10392 0.54434 0.0115 0.2567 -0.001 -1.599 -1.501 1.659 0.363 0.996 149910
0.00507 -0.02082 0.00105 2.302 -0.146 -9.163 0.03 -0.00 -0.06 0.00 0.00000 -0.82841 -0.07484 -0.10380 0.54529 0.0111 0.2564 -0.001 -1.623 -1.472 1.661 0.367 1.000 150010
0.00715 0.01456 0.00744 2.405 -0.054 -9.144 0.04 0.00 -0.04 0.00 0.00000 -0.82881 -0.07509 -0.10393 0.54463 0.0116 0.2568 -0.000 -1.638 -1.455 1.664 0.372 1.004 150110
0.00074 0.01093 0.00429 2.283 -0.017 -9.232 -0.03 -0.00 -0.10 0.00 0.00000 -0.82840 -0.07420 -0.10550 0.54507 0.0081 0.2585 -0.002 -1.709 -1.512 1.668 0.379 1.008 150210
-0.00723 -0.00661 -0.00529 2.370 -0.076 -9.254 -0.12 -0.00 -0.14 0.00 0.00000 -0.82816 -0.07320 -0.10707 0.54526 0.0046 0.2601 -0.003 -1.784 -1.572 1.672 0.387 1.013 150310
-0.00785 0.01538 -0.00203 2.367 -0.197 -9.244 -0.18 -0.00 -0.10 0.00 0.00000 -0.82810 -0.07271 -0.10829 0.54518 0.0024 0.2616 -0.004 -1.828 -1.558 1.672 0.398 1.021 150410
-0.00528 0.03712 0.00079 2.358 -0.241 -9.221 -0.22 0.00 -0.08 0.00 0.00000 -0.82707 -0.07340 -0.10979 0.54635 0.0015 0.2649 -0.003 -1.855 -1.542 1.669 0.409 1.028 150510
-0.00101 0.00457 -0.00014 2.429 -0.176 -9.154 -0.06 0.01 -0.00 0.00 0.00000 -0.82787 -0.07617 -0.10763 0.54518 0.0090 0.2643 -0.001 -1.743 -1.460 1.659 0.411 1.035 150610
-0.00117 0.01035 -0.00274 2.407 -0.222 -9.149 0.08 0.02 0.04 0.00 0.00000 -0.82858 -0.07853 -0.10526 0.54423 0.0161 0.2629 -0.000 -1.599 -1.391 1.651 0.409 1.038 150710
0.00418 0.00346 0.00441 2.355 -0.173 -9.181 0.08 -0.00 0.01 0.00 0.00000 -0.82806 -0.07800 -0.10457 0.54524 0.0156 0.2612 0.000 -1.588 -1.400 1.655 0.403 1.036 150810
0.00351 -0.00146 0.00348 2.444 -0.088 -9.211 0.05 -0.04 -0.00 0.00 0.00000 -0.82781 -0.07654 -0.10434 0.54587 0.0132 0.2592 0.000 -1.643 -1.418 1.664 0.396 1.034 150910
-0.00177 -0.00639 0.00046 2.441 -0.100 -9.178 0.06 -0.07 0.07 0.00 0.00000 -0.82715 -0.07634 -0.10333 0.54709 0.0136 0.2573 0.001 -1.647 -1.348 1.669 0.387 1.032 151010
-0.00216 0.00968 -0.00266 2.433 -0.141 -9.139 0.09 -0.08 0.11 0.00 0.00000 -0.82755 -0.07659 -0.10290 0.54653 0.0147 0.2568 0.002 -1.627 -1.292 1.674 0.378 1.029 151110
-0.00177 0.01021 -0.00276 2.388 -0.185 -9.196 0.01 -0.08 0.07 0.00 0.00000 -0.82713 -0.07577 -0.10464 0.54694 0.0112 0.2588 0.000 -1.683 -1.325 1.682 0.376 1.025 151210
0.00194 -0.00364 0.00213 2.423 -0.169 -9.179 -0.08 -0.08 0.05 0.00 0.00000 -0.82736 -0.07449 -0.10658 0.54641 0.0070 0.2607 -0.000 -1.774 -1.356 1.690 0.382 1.022 151310
0.00761 0.00124 0.00387 2.393 -0.082 -9.189 -0.07 -0.06 0.05 0.00 0.00000 -0.82731 -0.07495 -0.10650 0.54643 0.0078 0.2611 -0.001 -1.797 -1.366 1.692 0.387 1.021 151410
-0.00113 -0.00828 -0.00137 2.422 -0.084 -9.225 -0.04 -0.05 0.06 0.00 0.00000 -0.82731 -0.07551 -0.10560 0.54652 0.0098 0.2601 -0.001 -1.773 -1.358 1.691 0.389 1.021 151510
-0.00307 -0.00364 -0.00160 2.412 -0.181 -9.183 -0.01 -0.03 0.03 0.00 0.00000 -0.82701 -0.07640 -0.10501 0.54696 0.0118 0.2602 -0.000 -1.727 -1.369 1.689 0.391 1.019 151610
-0.00184 0.00027 -0.00002 2.398 -0.194 -9.193 0.00 -0.01 0.00 0.00 0.00000 -0.82702 -0.07719 -0.10474 0.54689 0.0135 0.2606 -0.001 -1.695 -1.392 1.687 0.393 1.016 151710
0.00082 0.00445 -0.00037 2.396 -0.174 -9.224 -0.00 0.00 -0.00 0.00 0.00000 -0.82676 -0.07762 -0.10520 0.54714 0.0136 0.2618 -0.002 -1.693 -1.412 1.686 0.398 1.015 151810
0.00135 0.00350 0.00373 2.432 -0.162 -9.177 -0.02 0.02 -0.01 0.00 0.00000 -0.82667 -0.07790 -0.10595 0.54708 0.0133 0.2634 -0.001 -1.704 -1.422 1.686 0.408 1.015 151910
-0.00241 0.00400 0.00003 2.404 -0.156 -9.190 -0.08 0.01 -0.01 0.00 0.00000 -0.82734 -0.07674 -0.10708 0.54602 0.0104 0.2640 -0.002 -1.763 -1.431 1.688 0.420 1.015 152010
-0.00453 -0.00453 -0.00242 2.408 -0.213 -9.182 -0.15 -0.00 -0.00 0.00 0.00000 -0.82737 -0.07544 -0.10771 0.54603 0.0074 0.2636 -0.002 -1.825 -1.425 1.690 0.432 1.014 152110
0.00362 -0.00626 0.00191 2.369 -0.212 -9.156 -0.18 -0.01 0.05 0.00 0.00000 -0.82754 -0.07466 -0.10760 0.54591 0.0063 0.2626 -0.002 -1.865 -1.371 1.690 0.445 1.013 152210
-0.00035 -0.00774 0.00169 2.373 -0.123 -9.143 -0.19 -0.03 0.11 0.00 0.00000 -0.82774 -0.07397 -0.10717 0.54577 0.0056 0.2611 -0.001 -1.902 -1.315 1.690 0.456 1.012 152310
-0.00212 0.00808 -0.00078 2.372 -0.151 -9.180 -0.17 -0.04 0.13 0.00 0.00000 -0.82757 -0.07408 -0.10640 0.54618 0.0066 0.2599 -0.001 -1.898 -1.281 1.688 0.463 1.008 152410
-0.00269 0.00218 -0.00167 2.346 -0.173 -9.178 -0.15 -0.05 0.14 0.00 0.00000 -0.82765 -0.07437 -0.10571 0.54614 0.0079 0.2591 -0.000 -1.879 -1.251 1.686 0.467 1.003 152510
-0.00253 0.00972 -0.00071 2.412 -0.192 -9.179 -0.13 -0.07 0.09 0.00 0.00000 -0.82712 -0.07477 -0.10525 0.54697 0.0088 0.2587 0.000 -1.862 -1.276 1.686 0.465 0.994 152610
0.00181 -0.00470 0.00412 2.414 -0.162 -9.177 -0.11 -0.08 0.03 0.00 0.00000 -0.82656 -0.07509 -0.10473 0.54788 0.0097 0.2582 0.001 -1.852 -1.313 1.689 0.458 0.984 152710
-0.00051 -0.00686 -0.00096 2.387 -0.126 -9.221 -0.09 -0.03 0.01 0.00 0.00000 -0.82646 -0.07598 -0.10459 0.54794 0.0113 0.2590 -0.000 -1.830 -1.345 1.689 0.456 0.977 152810
-0.00128 -0.00365 0.00039 2.407 -0.177 -9.205 -0.08 0.00 -0.00 0.00 0.00000 -0.82688 -0.07688 -0.10478 0.54715 0.0129 0.2603 -0.001 -1.799 -1.364 1.687 0.459 0.971 152910
0.00027 -0.00684 -0.00104 2.393 -0.167 -9.223 -0.07 0.00 -0.04 0.00 0.00000 -0.82648 -0.07711 -0.10419 0.54783 0.0137 0.2596 -0.001 -1.784 -1.391 1.687 0.460 0.965 153010
0.00412 -0.00564 0.00390 2.374 -0.153 -9.214 -0.05 -0.00 -0.08 0.00 0.00000 -0.82751 -0.07677 -0.10351 0.54645 0.0143 0.2580 -0.000 -1.779 -1.417 1.691 0.459 0.958 153110
0.00001 -0.00149 -0.00343 2.371 -0.126 -9.227 -0.03 0.00 -0.05 0.00 0.00000 -0.82729 -0.07733 -0.10311 0.54677 0.0157 0.2580 -0.001 -1.759 -1.392 1.691 0.460 0.952 153210
0.00082 -0.00051 0.00239 2.351 -0.161 -9.233 -0.00 0.03 -0.02 0.00 0.00000 -0.82751 -0.07813 -0.10283 0.54639 0.0175 0.2584 -0.002 -1.721 -1.365 1.689 0.464 0.948 153310
-0.00251 -0.00103 0.00113 2.440 -0.160 -9.153 0.02 0.03 0.03 0.00 0.00000 -0.82805 -0.07857 -0.10245 0.54557 0.0189 0.2582 -0.000 -1.690 -1.297 1.687 0.468 0.941 153410
-0.00089 -0.00643 -0.00175 2.367 -0.167 -9.161 0.05 0.02 0.07 0.00 0.00000 -0.82873 -0.07833 -0.10155 0.54475 0.0198 0.2564 -0.000 -1.666 -1.240 1.687 0.472 0.932 153510
0.00242 0.00379 0.00276 2.376 -0.153 -9.214 0.09 0.01 0.05 0.00 0.00000 -0.82941 -0.07844 -0.10110 0.54378 0.0208 0.2558 -0.000 -1.644 -1.231 1.689 0.475 0.922 153610
0.00078 0.00791 0.00125 2.331 -0.153 -9.168 0.12 0.01 0.04 0.00 0.00000 -0.82921 -0.07902 -0.10076 0.54406 0.0221 0.2558 0.000 -1.620 -1.228 1.691 0.474 0.910 153710
-0.00102 -0.00479 0.00098 2.392 -0.151 -9.231 0.09 -0.00 -0.00 0.00 0.00000 -0.82915 -0.07793 -0.10083 0.54430 0.0201 0.2547 0.000 -1.648 -1.254 1.699 0.472 0.897 153810
-0.00006 -0.00164 0.00129 2.350 -0.131 -9.244 0.04 -0.04 -0.01 0.00 0.00000 -0.82825 -0.07669 -0.10114 0.54579 0.0171 0.2539 0.000 -1.706 -1.264 1.707 0.468 0.885 153910
-0.00050 -0.00162 -0.00233 2.382 -0.121 -9.169 0.06 -0.01 0.02 0.00 0.00000 -0.82819 -0.07731 -0.10107 0.54580 0.0183 0.2545 0.000 -1.697 -1.220 1.709 0.468 0.873 154010
0.00037 0.00791 0.00396 2.373 -0.156 -9.201 0.10 0.01 0.06 0.00 0.00000 -0.82787 -0.07853 -0.10086 0.54615 0.0205 0.2555 -0.000 -1.649 -1.177 1.707 0.471 0.861 154110
-0.00124 -0.00210 0.00315 2.390 -0.144 -9.222 0.07 0.00 -0.04 0.00 0.00000 -0.82711 -0.07806 -0.10142 0.54726 0.0187 0.2560 -0.000 -1.674 -1.246 1.711 0.471 0.846 154210
-0.00043 -0.00431 -0.00139 2.393 -0.152 -9.246 0.03 -0.02 -0.12 0.00 0.00000 -0.82753 -0.07662 -0.10173 0.54677 0.0160 0.2549 0.000 -1.726 -1.315 1.720 0.468 0.831 154310
-0.00029 0.00692 -0.00018 2.387 -0.161 -9.233 0.01 -0.02 -0.06 0.00 0.00000 -0.82781 -0.07640 -0.10205 0.54632 0.0155 0.2552 -0.000 -1.746 -1.272 1.725 0.470 0.820 154410
-0.00091 0.00327 0.00258 2.348 -0.174 -9.236 0.01 -0.01 -0.02 0.00 0.00000 -0.82719 -0.07669 -0.10225 0.54718 0.0154 0.2558 -0.001 -1.750 -1.221 1.725 0.474 0.809 154510
0.00104 0.00794 0.00013 2.392 -0.126 -9.224 0.04 0.02 -0.00 0.00 0.00000 -0.82686 -0.07800 -0.10233 0.54748 0.0175 0.2574 -0.002 -1.721 -1.184 1.721 0.481 0.798 154610
-0.00081 0.01065 -0.00133 2.413 -0.114 -9.206 0.07 0.05 0.02 0.00 0.00000 -0.82673 -0.07912 -0.10251 0.54748 0.0192 0.2590 -0.002 -1.686 -1.151 1.716 0.492 0.786 154710
-0.00113 0.00793 -0.00004 2.373 -0.181 -9.196 0.08 0.04 -0.03 0.00 0.00000 -0.82718 -0.07920 -0.10231 0.54683 0.0197 0.2587 -0.000 -1.663 -1.165 1.716 0.499 0.770 154810
0.00159 0.00593 0.00010 2.406 -0.156 -9.224 0.10 0.02 -0.05 0.00 0.00000 -0.82744 -0.07890 -0.10210 0.54651 0.0196 0.2580 -0.000 -1.663 -1.173 1.719 0.501 0.753 154910
0.00003 0.01008 0.00175 2.402 -0.153 -9.205 0.07 0.01 -0.03 0.00 0.00000 -0.82720 -0.07839 -0.10289 0.54680 0.0177 0.2588 -0.000 -1.695 -1.142 1.725 0.505 0.736 155010
-0.00125 0.00912 -0.00004 2.438 -0.121 -9.222 0.01 0.00 -0.00 0.00 0.00000 -0.82784 -0.07762 -0.10438 0.54565 0.0151 0.2604 -0.001 -1.754 -1.111 1.731 0.516 0.721 155110
-0.00259 0.00254 -0.00261 2.412 -0.167 -9.241 -0.00 0.00 -0.02 0.00 0.00000 -0.82717 -0.07745 -0.10472 0.54664 0.0141 0.2608 -0.001 -1.777 -1.101 1.733 0.523 0.703 155210
0.00259 0.00522 0.00139 2.383 -0.114 -9.179 -0.00 0.00 -0.03 0.00 0.00000 -0.82723 -0.07752 -0.10507 0.54647 0.0138 0.2615 -0.000 -1.797 -1.090 1.735 0.531 0.684 155310
0.00271 -0.00111 0.00212 2.425 -0.131 -9.216 0.00 0.01 -0.06 0.00 0.00000 -0.82724 -0.07796 -0.10503 0.54639 0.0147 0.2619 -0.000 -1.788 -1.098 1.735 0.538 0.665 155410
-0.00165 -0.00331 -0.00319 2.433 -0.133 -9.195 0.00 0.02 -0.07 0.00 0.00000 -0.82765 -0.07802 -0.10481 0.54581 0.0152 0.2616 -0.000 -1.780 -1.092 1.735 0.545 0.646 155510
0.00219 -0.00112 0.00146 2.392 -0.163 -9.197 0.03 0.03 -0.01 0.00 0.00000 -0.82712 -0.07855 -0.10403 0.54669 0.0167 0.2609 -0.001 -1.748 -1.026 1.731 0.553 0.627 155610
0.00119 0.00008 0.00112 2.416 -0.121 -9.211 0.06 0.04 0.00 0.00 0.00000 -0.82749 -0.07873 -0.10356 0.54620 0.0177 0.2603 -0.001 -1.731 -0.980 1.730 0.562 0.607 155710
-0.00097 -0.00431 0.00140 2.403 -0.119 -9.203 0.06 0.04 0.04 0.00 0.00000 -0.82720 -0.07868 -0.10319 0.54670 0.0179 0.2596 -0.001 -1.724 -0.915 1.728 0.572 0.584 155810
-0.00000 0.00324 0.00126 2.414 -0.109 -9.200 0.06 0.04 0.05 0.00 0.00000 -0.82682 -0.07874 -0.10318 0.54727 0.0178 0.2597 -0.000 -1.726 -0.873 1.727 0.583 0.559 155910
-0.00298 0.01179 -0.00208 2.392 -0.123 -9.209 0.00 0.02 0.12 0.00 0.00000 -0.82654 -0.07775 -0.10443 0.54759 0.0146 0.2607 -0.001 -1.784 -0.789 1.731 0.600 0.533 156010
-0.00216 0.00202 0.00099 2.396 -0.172 -9.181 -0.04 0.00 0.16 0.00 0.00000 -0.82680 -0.07679 -0.10546 0.54714 0.0119 0.2613 -0.001 -1.841 -0.717 1.735 0.620 0.504 156110
0.00060 -0.00382 0.00160 2.425 -0.169 -9.165 -0.06 0.00 0.16 0.00 0.00000 -0.82656 -0.07678 -0.10587 0.54744 0.0114 0.2620 -0.000 -1.868 -0.673 1.734 0.638 0.472 156210
-0.00017 -0.00650 0.00121 2.441 -0.153 -9.159 -0.06 0.01 0.15 0.00 0.00000 -0.82629 -0.07684 -0.10575 0.54786 0.0115 0.2619 -0.000 -1.878 -0.646 1.732 0.655 0.439 156310
-0.00098 -0.00162 -0.00137 2.400 -0.148 -9.193 -0.05 0.01 0.16 0.00 0.00000 -0.82662 -0.07684 -0.10541 0.54742 0.0120 0.2613 -0.000 -1.878 -0.607 1.729 0.671 0.404 156410
-0.00117 -0.01677 0.00087 2.345 -0.160 -9.194 -0.05 0.02 0.15 0.00 0.00000 -0.82707 -0.07654 -0.10459 0.54694 0.0126 0.2596 -0.000 -1.872 -0.567 1.726 0.687 0.367 156510
-0.00047 -0.00069 0.00665 2.370 -0.130 -9.236 -0.08 -0.00 0.19 0.00 0.00000 -0.82658 -0.07534 -0.10418 0.54793 0.0107 0.2576 -0.000 -1.915 -0.493 1.727 0.703 0.327 156610
-0.00085 0.01953 0.00025 2.505 -0.127 -9.163 -0.11 -0.05 0.23 0.00 0.00000 -0.82549 -0.07478 -0.10485 0.54951 0.0085 0.2581 0.001 -1.970 -0.412 1.730 0.714 0.288 156710
0.00004 -0.00809 -0.00303 2.316 -0.151 -9.244 -0.05 -0.05 0.20 0.00 0.00000 -0.82521 -0.07560 -0.10289 0.55020 0.0119 0.2557 0.001 -1.919 -0.369 1.724 0.717 0.239 156810
-0.00311 -0.02400 -0.00379 2.372 -0.151 -9.226 0.06 -0.04 0.17 0.00 0.00000 -0.82561 -0.07683 -0.10014 0.54993 0.0172 0.2525 0.002 -1.811 -0.332 1.716 0.714 0.189 156910
0.00132 0.00677 0.00595 2.373 -0.179 -9.211 0.04 -0.03 0.11 0.00 0.00000 -0.82576 -0.07669 -0.10060 0.54963 0.0166 0.2531 0.002 -1.807 -0.337 1.719 0.718 0.139 157010
0.00153 0.00729 0.00049 2.417 -0.123 -9.200 -0.01 -0.03 0.08 0.00 0.00000 -0.82581 -0.07604 -0.10203 0.54938 0.0139 0.2548 0.002 -1.869 -0.332 1.727 0.728 0.095 157110
-0.00136 -0.00662 -0.00086 2.334 -0.167 -9.230 -0.03 -0.03 0.12 0.00 0.00000 -0.82569 -0.07570 -0.10205 0.54961 0.0132 0.2544 0.001 -1.890 -0.266 1.730 0.738 0.050 157210
