# Wind Estimator
#
# Q = diag( 1.00000 1.00000 1.00000 0.01000 0.01000 0.01000 )
# R = diag( 0.25000 0.25000 0.25000 0.01000 0.01000 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az vkx vky vkz va aoa q1 q2 q3 q4 phi theta u v w wx wy wz t
-0.08420 -0.07722 0.00311 -1.102 0.309 -9.479 -0.06 0.05 -0.01 0.00 0.00000 -0.60032 0.05828 0.02618 0.79719 -0.0284 -0.1246 -0.002 0.514 0.342 -0.668 0.071 -0.682 133410
-0.02382 0.03492 0.00906 -1.334 0.240 -9.583 -0.03 0.11 -0.06 0.00 0.00000 -0.60047 0.06052 0.02538 0.79694 -0.0324 -0.1272 -0.005 0.516 0.293 -0.649 0.091 -0.680 133510
0.04048 -0.00246 0.00146 -1.420 0.238 -9.498 0.00 0.08 -0.01 0.00 0.00000 -0.60181 0.05972 0.02743 0.79592 -0.0284 -0.1284 -0.002 0.554 0.335 -0.643 0.104 -0.689 133610
0.01345 -0.02790 -0.06665 -1.265 0.332 -9.396 0.01 0.05 0.00 0.00 0.00000 -0.60051 0.05869 0.02914 0.79692 -0.0242 -0.1289 -0.000 0.575 0.386 -0.648 0.112 -0.708 133710
-0.01275 -0.05777 -0.04899 -1.178 0.073 -9.339 0.03 -0.01 0.07 0.00 0.00000 -0.59786 0.06090 0.03109 0.79867 -0.0233 -0.1348 0.003 0.655 0.456 -0.662 0.108 -0.729 133810
-0.01206 -0.03756 0.02428 -0.985 0.368 -9.343 0.05 -0.06 0.12 0.00 0.00000 -0.59753 0.06251 0.03212 0.79875 -0.0236 -0.1386 0.001 0.649 0.412 -0.662 0.100 -0.671 133910
0.03811 -0.09546 -0.04654 -0.419 0.654 -9.007 0.07 -0.17 0.23 0.00 0.00000 -0.59435 0.06426 0.03486 0.80087 -0.0207 -0.1448 0.009 0.667 0.472 -0.669 0.079 -0.606 134010
0.07068 -0.00753 -0.17291 -0.599 0.805 -9.349 0.11 -0.23 0.27 0.00 0.00000 -0.58965 0.06327 0.03843 0.80425 -0.0129 -0.1476 0.006 0.583 0.427 -0.580 0.029 -0.523 134110
0.06566 0.01329 -0.31234 -1.073 1.438 -9.308 0.08 -0.22 0.19 0.00 0.00000 -0.57963 0.06102 0.03776 0.81171 -0.0095 -0.1433 0.004 0.468 0.437 -0.517 -0.008 -0.481 134210
0.08034 0.00285 -0.45705 -1.422 1.191 -9.623 0.05 -0.18 0.17 0.00 0.00000 -0.56257 0.06378 0.04114 0.82325 -0.0040 -0.1519 -0.001 0.363 0.348 -0.449 -0.036 -0.442 134310
0.34685 0.08907 -0.68958 -1.403 0.963 -9.392 0.08 -0.15 0.23 0.00 0.00000 -0.54198 0.05504 0.04539 0.83735 0.0165 -0.1418 -0.000 0.256 0.371 -0.330 -0.075 -0.430 134410
0.14233 -0.13038 -0.51505 -0.752 1.239 -8.767 0.10 -0.17 0.32 0.00 0.00000 -0.51588 0.04530 0.05409 0.85374 0.0460 -0.1335 0.004 0.364 0.418 -0.362 -0.056 -0.381 134510
-0.21014 -0.00562 -0.65122 -1.534 0.758 -9.225 0.09 -0.17 0.29 0.00 0.00000 -0.49099 0.05011 0.05203 0.86816 0.0415 -0.1385 -0.000 0.295 0.263 -0.310 -0.062 -0.314 134610
-0.46362 -0.01493 -0.70398 -1.345 0.854 -9.463 0.05 -0.17 0.26 0.00 0.00000 -0.45720 0.05967 0.03567 0.88663 0.0087 -0.1388 -0.002 0.197 0.239 -0.260 -0.076 -0.287 134710
-0.37883 -0.00028 -0.48751 -1.871 -0.546 -9.712 0.02 -0.07 0.28 0.00 0.00000 -0.43170 0.07207 0.01662 0.89897 -0.0326 -0.1444 -0.006 0.217 0.214 -0.195 -0.086 -0.265 134810
-0.25529 0.08807 -0.12317 -2.301 -0.633 -9.909 -0.05 0.02 0.27 0.00 0.00000 -0.42017 0.07501 -0.00233 0.90433 -0.0679 -0.1341 -0.010 0.064 0.158 -0.137 -0.092 -0.228 134910
-0.00358 0.32303 -0.22405 -2.846 -0.100 -9.661 -0.03 0.04 0.22 0.00 0.00000 -0.41525 0.07471 -0.00568 0.90661 -0.0730 -0.1311 -0.006 -0.051 0.080 -0.089 -0.096 -0.212 135010
0.05648 -0.12298 -0.29197 -2.324 0.315 -8.639 0.04 -0.05 0.27 0.00 0.00000 -0.40005 0.06950 0.00081 0.91385 -0.0545 -0.1280 0.002 -0.010 0.165 -0.076 -0.093 -0.199 135110
-0.39773 -0.38709 -0.33083 -2.534 1.127 -8.699 0.11 -0.17 0.27 0.00 0.00000 -0.38221 0.08693 0.00491 0.91995 -0.0582 -0.1644 0.003 0.066 0.213 -0.085 -0.083 -0.177 135210
-0.55658 -0.07330 -0.29410 -2.011 1.171 -10.091 0.12 -0.31 0.19 0.00 0.00000 -0.35757 0.10551 -0.01402 0.92779 -0.1034 -0.1868 -0.007 0.139 0.052 -0.085 -0.089 -0.117 135310
-0.41486 0.40966 -0.25849 -1.275 1.106 -11.097 0.19 -0.42 0.09 0.00 0.00000 -0.33044 0.10755 -0.03709 0.93694 -0.1433 -0.1779 -0.012 0.371 -0.110 -0.053 -0.107 -0.021 135410
-0.11805 0.36566 -0.17206 -0.585 0.995 -9.086 0.31 -0.49 0.13 0.00 0.00000 -0.31236 0.08787 -0.05335 0.94438 -0.1577 -0.1330 -0.001 0.339 -0.025 -0.041 -0.118 -0.027 135510
0.13931 -0.39695 -0.24103 -1.701 1.175 -7.474 0.45 -0.57 0.26 0.00 0.00000 -0.29547 0.09181 -0.04783 0.94972 -0.1472 -0.1466 0.004 0.621 0.136 -0.000 -0.122 0.024 135610
0.11519 -0.29371 -0.10975 -2.207 0.780 -9.341 0.57 -0.65 0.25 0.00 0.00000 -0.28640 0.11023 -0.02914 0.95129 -0.1211 -0.1942 -0.001 0.580 0.049 0.039 -0.127 0.028 135710
0.28891 -0.32517 0.17433 -2.213 0.695 -10.236 0.67 -0.71 0.12 0.00 0.00000 -0.28414 0.11657 -0.01176 0.95159 -0.0908 -0.2168 -0.015 0.696 -0.121 0.089 -0.131 0.048 135810
0.33585 -0.10138 0.47548 -2.174 0.955 -8.984 0.83 -0.80 0.09 0.00 0.00000 -0.30465 0.12014 0.00765 0.94482 -0.0604 -0.2338 -0.006 0.801 -0.086 0.122 -0.124 0.020 135910
0.05523 0.10377 0.31078 -2.555 0.524 -7.558 0.94 -0.75 0.16 0.00 0.00000 -0.32314 0.11587 0.01298 0.93913 -0.0518 -0.2280 0.000 0.973 0.058 0.167 -0.111 0.036 136010
-0.20666 0.05796 0.34211 -2.150 0.546 -7.163 0.99 -0.61 0.18 0.00 0.00000 -0.33950 0.10886 0.00320 0.93427 -0.0694 -0.2070 -0.002 0.972 0.076 0.219 -0.079 0.094 136110
-0.09274 0.16246 0.52603 -1.777 1.151 -9.772 1.01 -0.60 0.08 0.00 0.00000 -0.36012 0.10946 -0.00997 0.92640 -0.0993 -0.1969 -0.009 0.809 -0.192 0.264 -0.044 0.174 136210
-0.05040 0.17609 0.34290 -1.582 1.859 -11.622 1.34 -0.48 -0.15 0.00 0.00000 -0.38194 0.10232 -0.02158 0.91824 -0.1198 -0.1722 -0.024 1.257 -0.407 0.286 0.072 0.206 136310
0.11012 0.34012 0.47722 -1.206 0.674 -8.943 1.45 -0.42 -0.15 0.00 0.00000 -0.40708 0.07187 -0.02613 0.91018 -0.1069 -0.1097 -0.013 1.227 -0.501 0.290 0.184 0.225 136410
-0.12817 -0.12890 0.49762 -0.793 0.627 -8.525 1.44 -0.46 -0.15 0.00 0.00000 -0.43177 0.07109 -0.03062 0.89865 -0.1173 -0.1015 -0.001 1.309 -0.486 0.295 0.246 0.239 136510
-0.12898 -0.47219 0.41332 -0.843 1.317 -8.852 1.46 -0.50 -0.13 0.00 0.00000 -0.45404 0.08812 -0.03142 0.88605 -0.1372 -0.1279 -0.000 1.307 -0.385 0.297 0.274 0.236 136610
0.30708 -0.40184 0.57147 -1.251 1.205 -9.735 1.43 -0.51 -0.00 0.00 0.00000 -0.48264 0.10179 -0.01912 0.86966 -0.1336 -0.1592 0.001 1.219 -0.322 0.316 0.254 0.232 136710
0.50043 0.02520 0.61789 -2.201 1.435 -10.334 1.45 -0.49 -0.09 0.00 0.00000 -0.51815 0.10330 0.00172 0.84902 -0.1060 -0.1781 -0.006 1.269 -0.451 0.318 0.239 0.254 136810
0.27858 0.33819 0.51753 -1.490 1.473 -8.719 1.48 -0.42 -0.16 0.00 0.00000 -0.54320 0.08867 0.01066 0.83483 -0.0796 -0.1603 0.006 1.213 -0.484 0.335 0.210 0.247 136910
-0.25161 -0.12985 0.34985 -1.052 0.971 -7.699 1.46 -0.39 -0.08 0.00 0.00000 -0.56226 0.08858 0.00364 0.82219 -0.0948 -0.1503 0.012 1.291 -0.418 0.358 0.177 0.270 137010
-0.12352 -0.07508 0.35745 -2.248 1.274 -9.506 1.61 -0.32 0.06 0.00 0.00000 -0.58267 0.09810 -0.00156 0.80676 -0.1185 -0.1571 0.003 1.187 -0.293 0.378 0.156 0.264 137110
0.09522 0.11045 0.34514 -1.375 1.052 -11.786 1.62 -0.30 -0.00 0.00 0.00000 -0.59748 0.10062 -0.00381 0.79553 -0.1282 -0.1561 -0.005 1.439 -0.311 0.380 0.143 0.283 137210
0.23999 0.26482 0.26314 -1.676 0.306 -9.611 1.77 -0.28 -0.05 0.00 0.00000 -0.61816 0.07340 -0.00171 0.78261 -0.0941 -0.1130 0.003 1.412 -0.553 0.390 0.129 0.298 137310
0.17511 -0.11019 0.20439 -1.166 0.285 -7.426 1.81 -0.30 0.06 0.00 0.00000 -0.63010 0.05508 0.00565 0.77453 -0.0609 -0.0925 0.011 1.481 -0.300 0.407 0.101 0.308 137410
-0.25234 -0.61465 0.20798 -0.549 0.376 -8.568 1.75 -0.37 0.18 0.00 0.00000 -0.63719 0.07784 0.01561 0.76659 -0.0760 -0.1397 0.012 1.368 -0.360 0.431 0.060 0.341 137510
-0.21934 -0.50186 0.23651 -1.844 0.578 -9.823 1.70 -0.40 0.13 0.00 0.00000 -0.64676 0.10956 0.02355 0.75441 -0.1084 -0.1970 0.004 1.245 -0.446 0.460 0.016 0.361 137610
0.16178 0.01302 0.38826 -2.539 1.828 -10.671 1.72 -0.39 0.02 0.00 0.00000 -0.66312 0.11996 0.02992 0.73822 -0.1179 -0.2185 -0.006 1.288 -0.514 0.478 -0.015 0.413 137710
0.29490 0.22904 0.19820 -2.398 1.219 -8.399 1.75 -0.32 0.06 0.00 0.00000 -0.67746 0.10623 0.03246 0.72711 -0.0988 -0.1998 0.009 1.219 -0.461 0.506 -0.049 0.416 137810
-0.16299 -0.03469 0.42581 -1.660 0.751 -6.443 1.84 -0.35 0.20 0.00 0.00000 -0.69364 0.09697 0.02785 0.71322 -0.0964 -0.1779 0.006 1.446 0.012 0.519 -0.113 0.330 137910
-0.20823 -0.02351 0.42133 -2.184 2.470 -8.615 1.88 -0.37 0.15 0.00 0.00000 -0.70760 0.10657 0.01933 0.69825 -0.1261 -0.1771 0.012 1.308 0.007 0.560 -0.173 0.285 138010
-0.19129 -0.14171 0.25666 -1.847 1.740 -10.196 1.73 -0.36 0.23 0.00 0.00000 -0.71597 0.12648 0.00993 0.68650 -0.1713 -0.1890 -0.001 1.066 -0.146 0.604 -0.210 0.345 138110
0.50558 0.39858 0.57184 -1.767 1.581 -9.433 1.58 -0.44 0.13 0.00 0.00000 -0.72904 0.11536 0.00794 0.67462 -0.1604 -0.1680 0.008 0.798 -0.216 0.661 -0.266 0.327 138210
0.48955 0.22798 0.55297 -0.586 0.260 -9.362 1.48 -0.47 -0.02 0.00 0.00000 -0.74846 0.09055 0.01207 0.65684 -0.1211 -0.1374 0.004 0.513 -0.625 0.843 -0.314 0.335 138310
-0.12695 -0.55785 0.19607 -0.693 0.780 -8.146 1.48 -0.44 0.03 0.00 0.00000 -0.75960 0.09270 0.02298 0.64333 -0.1128 -0.1548 0.013 0.575 -0.527 0.875 -0.342 0.359 138410
-0.18450 -0.88394 0.16570 -1.037 1.216 -9.700 1.51 -0.44 0.19 0.00 0.00000 -0.76416 0.12642 0.04650 0.63079 -0.1387 -0.2326 0.005 0.464 -0.411 0.910 -0.366 0.370 138510
0.34065 -0.13187 0.17322 -2.399 2.349 -10.495 1.55 -0.42 0.07 0.00 0.00000 -0.77470 0.13451 0.06470 0.61445 -0.1340 -0.2687 -0.008 0.588 -0.477 0.929 -0.377 0.412 138610
0.54550 0.11432 -0.28110 -3.299 -0.180 -7.076 1.48 -0.29 -0.19 0.00 0.00000 -0.78620 0.09940 0.07000 0.60588 -0.0735 -0.2326 -0.000 0.561 -0.363 0.933 -0.384 0.313 138710
0.20748 0.03400 -0.09880 -2.230 0.766 -6.733 1.53 -0.28 -0.17 0.00 0.00000 -0.78440 0.07916 0.08010 0.60994 -0.0271 -0.2241 -0.001 0.722 -0.257 0.939 -0.397 0.209 138810
-0.24797 -0.18971 0.05198 -1.877 1.270 -9.049 1.64 -0.14 0.22 0.00 0.00000 -0.78219 0.08778 0.08344 0.61115 -0.0363 -0.2401 -0.003 0.619 -0.161 0.933 -0.385 0.206 138910
-0.42197 -0.21824 -0.07274 -3.201 2.042 -10.180 1.71 0.00 0.22 0.00 0.00000 -0.78244 0.11043 0.08419 0.60704 -0.0732 -0.2690 -0.017 0.747 -0.130 0.918 -0.347 0.248 139010
-0.05580 0.30654 0.05994 -3.033 1.539 -10.517 1.82 0.00 -0.03 0.00 0.00000 -0.78250 0.11841 0.07644 0.60647 -0.0961 -0.2664 -0.019 0.904 -0.436 0.904 -0.306 0.297 139110
0.32535 0.41243 0.10049 -1.773 -0.669 -9.168 1.79 -0.01 -0.00 0.00 0.00000 -0.78847 0.09454 0.06223 0.60456 -0.0756 -0.2140 -0.009 1.040 -0.584 0.894 -0.286 0.327 139210
-0.09291 -0.10787 0.34630 -1.936 0.583 -7.086 1.68 -0.08 0.18 0.00 0.00000 -0.79797 0.08395 0.05573 0.59420 -0.0690 -0.1898 0.004 0.935 -0.134 0.894 -0.296 0.301 139310
-0.16673 -0.25949 0.17073 -1.421 0.647 -8.801 1.62 -0.14 0.18 0.00 0.00000 -0.80130 0.09849 0.05876 0.58715 -0.0909 -0.2114 0.003 0.704 -0.325 0.903 -0.301 0.313 139410
-0.15864 -0.21855 0.19235 -2.643 0.581 -10.726 1.51 -0.26 0.10 0.00 0.00000 -0.80473 0.12092 0.06425 0.57762 -0.1244 -0.2455 -0.011 0.621 -0.481 0.911 -0.309 0.357 139510
-0.07666 -0.02721 0.29473 -3.181 2.221 -10.264 1.48 -0.27 0.02 0.00 0.00000 -0.81013 0.13382 0.06675 0.56685 -0.1466 -0.2629 -0.008 0.557 -0.480 0.914 -0.314 0.396 139610
0.35143 0.34811 0.04757 -2.515 1.834 -7.831 1.54 -0.27 -0.06 0.00 0.00000 -0.81593 0.11860 0.06531 0.56206 -0.1240 -0.2422 0.008 0.658 -0.553 0.928 -0.325 0.398 139710
-0.27398 -0.50155 0.34073 -0.961 0.755 -7.433 1.62 -0.32 0.11 0.00 0.00000 -0.82126 0.12392 0.06903 0.55262 -0.1318 -0.2530 0.013 0.716 -0.398 0.959 -0.346 0.419 139810
-0.24567 -0.37895 0.29522 -3.462 2.828 -8.467 1.67 -0.28 0.32 0.00 0.00000 -0.82958 0.14312 0.07653 0.53427 -0.1628 -0.2837 0.010 0.689 -0.104 0.997 -0.377 0.407 139910
-0.07826 0.04367 0.16690 -2.175 1.385 -10.405 1.65 -0.30 0.28 0.00 0.00000 -0.83260 0.15536 0.07584 0.52619 -0.1880 -0.2940 -0.005 0.573 -0.352 1.029 -0.382 0.467 140010
0.31009 0.50037 0.12375 -2.859 1.446 -9.287 1.79 -0.20 -0.02 0.00 0.00000 -0.83932 0.13163 0.06147 0.52386 -0.1620 -0.2435 0.003 0.631 -0.475 1.051 -0.396 0.431 140110
0.08109 0.22065 0.32730 -1.743 1.822 -7.498 1.87 -0.17 -0.00 0.00 0.00000 -0.84695 0.10858 0.05051 0.51800 -0.1346 -0.1993 0.010 0.914 -0.513 1.070 -0.406 0.436 140210
-0.15525 -0.40059 0.14603 -0.885 0.746 -8.694 1.77 -0.18 0.23 0.00 0.00000 -0.84988 0.12374 0.05380 0.50939 -0.1600 -0.2192 0.006 0.695 -0.415 1.092 -0.411 0.450 140310
-0.15094 -0.62121 0.15857 -1.929 1.768 -9.335 1.74 -0.19 0.23 0.00 0.00000 -0.85126 0.14792 0.07285 0.49814 -0.1873 -0.2748 0.002 0.553 -0.239 1.114 -0.421 0.427 140410
0.06572 -0.16370 0.08965 -2.897 2.267 -9.512 1.75 -0.18 0.12 0.00 0.00000 -0.85450 0.15484 0.08961 0.48765 -0.1871 -0.3090 -0.000 0.589 -0.146 1.128 -0.438 0.373 140510
0.40044 0.70494 -0.15192 -3.694 0.737 -9.125 1.75 -0.07 0.05 0.00 0.00000 -0.86226 0.13699 0.07932 0.48107 -0.1667 -0.2719 0.002 0.289 -0.682 1.326 -0.292 0.453 140610
-0.18304 -0.02616 0.14254 -1.230 1.526 -6.327 1.68 0.03 0.03 0.00 0.00000 -0.86476 0.11331 0.05995 0.48552 -0.1414 -0.2154 -0.004 0.707 -0.402 1.289 -0.287 0.416 140710
-0.05174 -0.41894 0.17965 -2.701 2.249 -8.789 1.65 0.02 0.06 0.00 0.00000 -0.86764 0.13379 0.06902 0.47385 -0.1729 -0.2491 -0.002 0.498 -0.233 1.273 -0.283 0.367 140810
-0.04472 -0.15070 -0.09201 -3.114 1.735 -10.515 1.69 0.05 0.16 0.00 0.00000 -0.86650 0.14483 0.08567 0.46995 -0.1787 -0.2885 -0.017 0.508 -0.370 1.261 -0.253 0.417 140910
0.11034 0.49323 0.07488 -2.899 3.232 -10.826 1.73 -0.03 -0.04 0.00 0.00000 -0.86364 0.14368 0.08060 0.47642 -0.1792 -0.2797 -0.016 0.643 -0.637 1.247 -0.232 0.476 141010
0.30520 0.63524 0.00591 -1.961 0.856 -9.416 1.73 -0.11 -0.16 0.00 0.00000 -0.86682 0.11931 0.05952 0.48045 -0.1539 -0.2196 0.005 0.450 -0.841 1.261 -0.230 0.478 141110
-0.26785 -0.05840 0.10344 -1.388 1.150 -8.117 1.75 -0.12 0.02 0.00 0.00000 -0.86768 0.11638 0.04777 0.48093 -0.1597 -0.1961 0.009 0.509 -0.629 1.271 -0.241 0.488 141210
-0.27807 -0.31967 0.01190 -1.811 1.855 -8.668 1.73 -0.19 0.10 0.00 0.00000 -0.86591 0.13364 0.04931 0.47947 -0.1896 -0.2152 0.007 0.395 -0.448 1.291 -0.261 0.472 141310
0.01740 -0.08993 0.05448 -2.354 1.425 -9.601 1.70 -0.26 0.04 0.00 0.00000 -0.86441 0.14217 0.05384 0.47923 -0.2008 -0.2314 0.002 0.267 -0.537 1.314 -0.276 0.457 141410
0.28221 0.35585 0.08656 -3.316 1.159 -10.076 1.67 -0.24 0.00 0.00 0.00000 -0.86827 0.13839 0.05143 0.47359 -0.1977 -0.2222 -0.006 0.258 -0.681 1.336 -0.272 0.478 141510
0.31081 0.30411 0.02596 -1.319 2.079 -8.266 1.64 -0.19 0.04 0.00 0.00000 -0.86740 0.10777 0.04476 0.48372 -0.1466 -0.1829 0.007 0.314 -0.542 1.339 -0.275 0.479 141610
-0.07350 -0.56711 0.05568 -1.198 0.990 -8.755 1.64 -0.11 0.10 0.00 0.00000 -0.86861 0.11551 0.05565 0.47860 -0.1512 -0.2087 -0.000 0.286 -0.554 1.336 -0.266 0.477 141710
-0.11387 -0.79418 -0.18152 -2.990 2.467 -8.572 1.71 -0.05 0.06 0.00 0.00000 -0.86687 0.12855 0.08412 0.47426 -0.1490 -0.2710 -0.000 0.420 -0.330 1.333 -0.266 0.424 141810
0.07732 -0.01966 -0.06624 -3.160 1.085 -10.215 1.78 -0.15 -0.00 0.00 0.00000 -0.86388 0.14173 0.10289 0.47224 -0.1560 -0.3169 -0.010 0.391 -0.649 1.341 -0.251 0.457 141910
0.37198 0.66272 0.00377 -2.871 0.942 -8.965 1.78 -0.14 -0.11 0.00 0.00000 -0.86626 0.11457 0.08900 0.47805 -0.1178 -0.2669 -0.004 0.351 -0.823 1.349 -0.243 0.476 142010
-0.09292 0.27753 0.20342 -2.338 0.920 -7.988 1.73 -0.17 -0.13 0.00 0.00000 -0.86948 0.09677 0.07251 0.47891 -0.1014 -0.2205 0.006 0.411 -0.760 1.351 -0.248 0.472 142110
-0.29380 -0.17386 0.09332 -1.123 0.666 -9.509 1.73 -0.16 0.00 0.00 0.00000 -0.86834 0.11249 0.06828 0.47818 -0.1339 -0.2281 0.005 0.332 -0.797 1.359 -0.244 0.487 142210
-0.28926 -0.52609 0.15652 -1.804 1.387 -9.495 1.74 -0.19 0.06 0.00 0.00000 -0.86894 0.13543 0.07726 0.46969 -0.1694 -0.2645 0.004 0.255 -0.632 1.377 -0.243 0.483 142310
0.22582 0.07069 0.33664 -3.049 2.876 -10.540 1.75 -0.13 -0.03 0.00 0.00000 -0.87530 0.14416 0.08677 0.45334 -0.1820 -0.2865 -0.013 0.479 -0.672 1.355 -0.239 0.529 142410
0.28380 0.48165 -0.08905 -3.089 0.285 -8.405 1.67 -0.01 -0.04 0.00 0.00000 -0.88636 0.12019 0.07187 0.44129 -0.1545 -0.2356 -0.001 0.454 -0.741 1.334 -0.231 0.527 142510
-0.11904 0.08150 0.17376 -1.697 1.428 -6.372 1.68 0.02 0.17 0.00 0.00000 -0.89065 0.10022 0.05421 0.44017 -0.1335 -0.1858 -0.000 0.679 -0.358 1.318 -0.249 0.478 142610
0.06864 -0.26295 0.10482 -1.564 2.057 -8.570 1.67 0.00 0.30 0.00 0.00000 -0.89116 0.11188 0.06175 0.43531 -0.1494 -0.2089 0.004 0.426 -0.220 1.322 -0.245 0.470 142710
-0.10551 -0.45514 -0.00544 -2.618 2.929 -9.821 1.73 0.09 0.15 0.00 0.00000 -0.89116 0.12643 0.08175 0.42796 -0.1613 -0.2567 -0.007 0.573 -0.133 1.313 -0.253 0.411 142810
0.04593 -0.14487 0.07087 -2.687 2.133 -9.644 1.78 0.05 -0.05 0.00 0.00000 -0.89057 0.12996 0.09170 0.42611 -0.1601 -0.2776 -0.004 0.510 -0.288 1.312 -0.257 0.356 142910
0.29896 0.48472 0.22687 -2.780 0.304 -9.643 1.76 0.02 -0.14 0.00 0.00000 -0.89891 0.11907 0.08301 0.41338 -0.1506 -0.2503 -0.001 0.519 -0.746 1.313 -0.238 0.385 143010
-0.13167 0.17391 0.14166 -1.833 1.071 -7.265 1.70 -0.04 -0.08 0.00 0.00000 -0.90344 0.10373 0.06238 0.41126 -0.1393 -0.1993 0.005 0.592 -0.524 1.315 -0.247 0.374 143110
-0.18532 -0.58462 0.12862 -1.284 0.849 -8.051 1.70 -0.11 -0.00 0.00 0.00000 -0.90191 0.12065 0.07026 0.40871 -0.1651 -0.2273 0.009 0.443 -0.554 1.331 -0.243 0.397 143210
0.19248 -0.62656 0.11083 -2.343 1.555 -9.109 1.71 -0.13 0.01 0.00 0.00000 -0.90099 0.13659 0.10177 0.39899 -0.1733 -0.2967 -0.000 -0.024 -0.648 1.517 -0.088 0.419 143310
0.56056 0.28052 0.36294 -3.331 3.230 -10.161 1.71 -0.06 -0.11 0.00 0.00000 -0.90719 0.12340 0.11665 0.38490 -0.1413 -0.3116 -0.010 0.270 -0.620 1.494 -0.092 0.437 143410
0.66412 0.53865 -0.29355 -2.830 0.112 -9.544 1.58 -0.02 -0.15 0.00 0.00000 -0.91347 0.08849 0.10670 0.38256 -0.0830 -0.2657 -0.002 0.157 -0.911 1.468 -0.077 0.453 143510
-0.00222 -0.21816 -0.08813 -1.658 0.578 -7.630 1.58 0.01 0.08 0.00 0.00000 -0.91156 0.06552 0.10217 0.39283 -0.0403 -0.2400 0.004 0.216 -0.558 1.442 -0.080 0.461 143610
-0.11082 -0.49914 0.11680 -2.852 1.232 -8.935 1.60 0.00 0.17 0.00 0.00000 -0.91122 0.08019 0.11919 0.38603 -0.0563 -0.2829 -0.004 0.082 -0.480 1.441 -0.077 0.446 143710
-0.32498 -0.22454 -0.00793 -3.469 0.819 -10.160 1.62 0.02 -0.00 0.00 0.00000 -0.90878 0.10022 0.13500 0.38188 -0.0835 -0.3277 -0.013 0.144 -0.709 1.422 -0.066 0.455 143810
0.25762 0.88940 0.04215 -3.974 0.849 -9.959 1.65 -0.01 -0.18 0.95 0.00000 -0.91177 0.08946 0.11520 0.38391 -0.0778 -0.2825 0.906 0.179 -1.027 1.256 0.043 0.486 143910
0.01838 0.54295 0.08394 -2.314 0.594 -8.973 1.62 -0.03 -0.10 0.00 0.00000 -0.91217 0.06782 0.08698 0.39466 -0.0563 -0.2138 0.017 0.156 -0.970 1.285 0.024 0.497 144010
-0.53286 -0.51368 0.14589 -1.440 0.619 -8.642 1.64 0.01 0.00 0.00 0.00000 -0.91130 0.09109 0.08662 0.39206 -0.1009 -0.2313 0.005 0.236 -0.817 1.302 0.006 0.504 144110
-0.30073 -0.66531 0.24816 -1.570 0.932 -8.922 1.69 -0.08 0.10 0.00 0.00000 -0.90903 0.12450 0.10903 0.38245 -0.1501 -0.2978 0.003 0.164 -0.727 1.338 -0.007 0.510 144210
0.03043 0.01071 0.13867 -3.044 1.889 -9.405 1.69 -0.15 0.10 0.00 0.00000 -0.90930 0.14008 0.12071 0.37279 -0.1750 -0.3299 0.006 0.050 -0.535 1.390 -0.020 0.475 144310
0.20909 0.72697 -0.17123 -3.531 -0.066 -8.675 1.69 -0.06 0.04 0.00 0.00000 -0.91836 0.11983 0.09842 0.36408 -0.1546 -0.2713 0.002 0.187 -0.740 1.423 -0.019 0.491 144410
0.05877 0.52893 -0.04771 -1.859 1.345 -7.302 1.75 -0.03 0.06 0.00 0.00000 -0.91735 0.09019 0.06614 0.38202 -0.1173 -0.1914 0.010 0.371 -0.551 1.444 -0.051 0.471 144510
-0.39101 -0.57926 0.08501 -1.516 1.713 -8.203 1.79 -0.05 0.28 0.00 0.00000 -0.91437 0.10950 0.07108 0.38324 -0.1497 -0.2155 0.013 0.272 -0.406 1.470 -0.071 0.493 144610
-0.13875 -0.24826 -0.05745 -2.770 2.733 -8.869 1.83 -0.01 0.30 0.00 0.00000 -0.91381 0.12937 0.08924 0.37449 -0.1765 -0.2630 0.006 0.296 -0.082 1.508 -0.105 0.417 144710
0.03334 0.28472 0.05087 -2.178 1.885 -10.519 1.87 -0.02 -0.00 0.00 0.00000 -0.91198 0.13201 0.08416 0.37916 -0.1839 -0.2564 -0.008 0.334 -0.581 1.519 -0.101 0.469 144810
0.20359 0.39585 -0.08867 -2.244 0.897 -9.520 1.85 0.02 -0.17 0.00 0.00000 -0.91632 0.11081 0.06429 0.37939 -0.1582 -0.2033 0.002 0.290 -0.852 1.523 -0.100 0.478 144910
-0.07591 0.10628 0.08462 -1.500 0.764 -8.436 1.76 -0.13 0.00 0.00 0.00000 -0.91571 0.10145 0.04986 0.38561 -0.1500 -0.1703 0.007 0.182 -0.731 1.536 -0.119 0.481 145010
-0.38340 -0.35414 -0.03946 -1.273 0.777 -8.244 1.68 -0.27 0.13 0.00 0.00000 -0.91294 0.12149 0.05087 0.38624 -0.1868 -0.1878 0.010 0.067 -0.622 1.550 -0.137 0.493 145110
-0.25056 -0.23367 -0.01169 -1.218 1.507 -9.050 1.64 -0.30 0.23 0.00 0.00000 -0.90735 0.14314 0.05924 0.39077 -0.2205 -0.2211 0.002 -0.111 -0.445 1.571 -0.157 0.464 145210
-0.04063 0.24764 0.12581 -2.453 2.685 -10.600 1.57 -0.26 0.22 0.00 0.00000 -0.90772 0.14932 0.05663 0.38798 -0.2349 -0.2204 -0.012 -0.003 -0.512 1.571 -0.145 0.523 145310
