# Wind Estimator
#
# Q = diag( 0.01000000 0.01000000 0.01000000 0.00010000 0.00010000 0.00010000 0.00000001 )
# R = diag( 0.25000000 0.25000000 0.25000000 0.25000000 0.00000400 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az q1 q2 q3 q4 vkx vky vkz va aoa u v w wx wy wz vas t
-0.00093 -0.00438 -0.00062 0.161 -0.023 0.332 0.9973 0.0380 -0.0094 0.0614 0.00068 -0.00288 0.02169 0.01879 -0.00063 85.838 14.374 -0.312 -83.442 -24.805 -0.274 0.002 12400
-0.00093 -0.00438 -0.00062 -0.044 -0.083 0.279 0.9973 0.0380 -0.0096 0.0614 0.00074 -0.00342 0.02075 0.04412 0.00065 85.830 14.348 -0.281 -83.440 -24.792 -0.328 0.002 12500
-0.00105 -0.00438 -0.00158 0.007 -0.020 0.345 0.9973 0.0380 -0.0098 0.0615 0.00088 -0.00327 0.01903 0.04558 -0.00130 85.826 14.335 -0.328 -83.437 -24.780 -0.379 0.002 12600
-0.00104 -0.00437 -0.00158 0.087 -0.045 0.249 0.9973 0.0381 -0.0099 0.0616 0.00346 -0.00415 0.01837 0.00000 0.00003 85.830 14.317 -0.312 -83.435 -24.767 -0.432 0.002 12700
-0.00104 -0.00437 -0.00158 -0.010 0.013 0.200 0.9973 0.0381 -0.0101 0.0616 0.00339 -0.00242 0.01731 0.00000 -0.00139 85.826 14.306 -0.354 -83.433 -24.756 -0.481 0.002 12800
-0.00104 -0.00437 -0.00158 0.069 -0.029 0.277 0.9973 0.0381 -0.0102 0.0617 0.00580 -0.00163 0.01794 0.09392 0.00088 85.829 14.290 -0.292 -83.430 -24.744 -0.534 0.002 12900
-0.00103 -0.00338 -0.00158 0.060 0.036 0.303 0.9973 0.0381 -0.0103 0.0617 0.00525 -0.00197 0.01762 0.00802 0.00101 85.830 14.279 -0.246 -83.428 -24.732 -0.586 0.001 13000
-0.00187 -0.00435 -0.00048 0.042 0.015 0.259 0.9973 0.0381 -0.0104 0.0617 0.00389 -0.00103 0.01743 0.08677 -0.00029 85.830 14.259 -0.271 -83.425 -24.721 -0.636 0.001 13100
-0.00187 -0.00435 -0.00048 0.056 0.028 0.305 0.9973 0.0380 -0.0106 0.0618 0.00404 -0.00104 0.01808 0.01605 0.00010 85.831 14.242 -0.267 -83.423 -24.710 -0.685 0.001 13200
-0.00187 -0.00435 -0.00048 0.018 -0.044 0.137 0.9973 0.0380 -0.0107 0.0618 0.00463 0.00010 0.01480 0.00000 -0.00051 85.827 14.219 -0.294 -83.420 -24.700 -0.733 0.001 13300
-0.00187 -0.00434 -0.00048 0.043 -0.017 0.198 0.9973 0.0379 -0.0108 0.0618 0.00509 -0.00229 0.01480 0.00000 -0.00192 85.827 14.202 -0.353 -83.418 -24.690 -0.778 0.001 13400
-0.00186 -0.00433 -0.00048 0.059 0.018 0.227 0.9973 0.0379 -0.0109 0.0618 0.00603 -0.00295 0.01598 0.26709 -0.00274 85.828 14.190 -0.412 -83.416 -24.681 -0.822 0.001 13500
-0.00186 -0.00433 -0.00048 -0.030 -0.079 0.187 0.9973 0.0379 -0.0111 0.0618 0.00563 -0.00399 0.01496 0.00000 -0.00022 85.821 14.172 -0.356 -83.414 -24.672 -0.868 0.001 13600
-0.00185 -0.00530 -0.00048 -0.013 -0.034 0.109 0.9973 0.0379 -0.0112 0.0618 0.00524 -0.00352 0.01324 0.00000 0.00020 85.815 14.159 -0.319 -83.412 -24.662 -0.915 0.001 13700
-0.00185 -0.00529 -0.00048 0.009 -0.030 0.214 0.9973 0.0379 -0.0114 0.0618 0.00479 -0.00205 0.01431 0.03917 0.00007 85.812 14.149 -0.297 -83.409 -24.653 -0.962 0.001 13800
-0.00185 -0.00529 -0.00048 -0.003 -0.034 0.293 0.9973 0.0378 -0.0115 0.0618 0.00498 -0.00126 0.01513 0.00539 -0.00086 85.808 14.140 -0.312 -83.407 -24.645 -1.007 0.001 13900
-0.00185 -0.00528 -0.00048 0.085 -0.018 0.293 0.9973 0.0378 -0.0117 0.0618 0.00550 -0.00119 0.01612 0.03230 0.00100 85.812 14.132 -0.254 -83.404 -24.636 -1.054 0.001 14000
-0.00172 -0.00430 0.00049 0.115 0.013 0.150 0.9973 0.0378 -0.0118 0.0618 0.00550 -0.00145 0.01417 0.00000 0.00004 85.817 14.120 -0.259 -83.402 -24.627 -1.099 0.001 14100
-0.00171 -0.00429 0.00049 0.045 0.057 0.200 0.9973 0.0377 -0.0120 0.0618 0.00608 -0.00323 0.01373 0.00000 -0.00148 85.817 14.113 -0.311 -83.400 -24.619 -1.141 0.001 14200
-0.00184 -0.00428 -0.00048 0.036 -0.004 0.223 0.9973 0.0377 -0.0121 0.0618 0.00695 -0.00112 0.01294 0.00000 -0.00086 85.814 14.109 -0.314 -83.397 -24.612 -1.184 0.001 14300
-0.00183 -0.00428 -0.00048 0.105 -0.029 0.136 0.9973 0.0377 -0.0121 0.0618 0.00913 -0.00149 0.01076 0.00000 -0.00006 85.817 14.102 -0.292 -83.395 -24.604 -1.228 0.001 14400
-0.00183 -0.00427 -0.00048 -0.011 -0.114 0.175 0.9973 0.0376 -0.0122 0.0617 0.00899 -0.00298 0.01246 0.00000 0.00001 85.808 14.092 -0.272 -83.393 -24.596 -1.270 0.001 14500
-0.00183 -0.00426 -0.00048 0.060 0.033 0.212 0.9973 0.0376 -0.0123 0.0617 0.00662 -0.00229 0.01244 0.10967 0.00147 85.807 14.095 -0.208 -83.390 -24.589 -1.315 0.001 14600
-0.00266 -0.00425 0.00061 0.059 -0.004 0.133 0.9973 0.0376 -0.0124 0.0617 0.00609 -0.00244 0.01148 0.00000 -0.00116 85.806 14.086 -0.267 -83.388 -24.582 -1.355 0.001 14700
-0.00169 -0.00424 0.00048 0.110 -0.022 0.117 0.9973 0.0375 -0.0124 0.0617 0.00838 -0.00142 0.01043 0.00000 -0.00026 85.809 14.078 -0.268 -83.386 -24.575 -1.396 0.001 14800
-0.00169 -0.00423 0.00048 0.149 -0.039 0.120 0.9973 0.0375 -0.0125 0.0616 0.00804 -0.00178 0.01020 0.00000 -0.00114 85.815 14.070 -0.298 -83.384 -24.569 -1.435 0.001 14900
-0.00168 -0.00422 0.00048 0.019 0.011 0.127 0.9973 0.0375 -0.0126 0.0616 0.00771 -0.00273 0.00999 0.00000 -0.00186 85.809 14.068 -0.338 -83.382 -24.563 -1.472 0.001 15000
-0.00181 -0.00422 -0.00049 0.223 0.081 0.188 0.9973 0.0375 -0.0127 0.0616 0.00995 -0.00257 0.01201 0.11959 -0.00062 85.820 14.079 -0.312 -83.380 -24.557 -1.510 0.001 15100
-0.00277 -0.00421 -0.00036 0.034 -0.040 0.126 0.9973 0.0375 -0.0127 0.0615 0.00754 -0.00241 0.01024 0.00000 0.00061 85.811 14.080 -0.255 -83.378 -24.550 -1.550 0.001 15200
-0.00276 -0.00420 -0.00037 0.095 -0.025 0.150 0.9973 0.0374 -0.0128 0.0615 0.00969 -0.00393 0.01122 0.00000 0.00029 85.809 14.082 -0.233 -83.375 -24.544 -1.589 0.001 15300
-0.00276 -0.00418 -0.00037 0.118 -0.072 0.023 0.9973 0.0374 -0.0128 0.0614 0.01091 -0.00453 0.00940 0.00000 0.00007 85.808 14.080 -0.233 -83.373 -24.539 -1.627 0.001 15400
-0.00275 -0.00417 -0.00037 0.165 0.007 0.160 0.9973 0.0373 -0.0128 0.0614 0.01022 -0.00304 0.00894 0.00000 0.00053 85.811 14.086 -0.208 -83.371 -24.533 -1.665 0.001 15500
-0.00275 -0.00416 -0.00037 0.068 -0.118 0.117 0.9973 0.0373 -0.0128 0.0613 0.00920 -0.00508 0.00763 0.03976 0.00018 85.804 14.083 -0.207 -83.369 -24.528 -1.702 0.001 15600
-0.00177 -0.00415 -0.00050 0.077 -0.073 0.145 0.9973 0.0373 -0.0128 0.0613 0.00977 -0.00356 0.00859 0.05173 -0.00095 85.799 14.086 -0.244 -83.367 -24.523 -1.736 0.001 15700
-0.00176 -0.00512 -0.00050 0.146 -0.142 0.082 0.9973 0.0373 -0.0129 0.0612 0.01067 -0.00555 0.00769 0.01415 -0.00291 85.799 14.083 -0.340 -83.366 -24.518 -1.767 0.001 15800
-0.00273 -0.00413 -0.00037 0.125 -0.078 0.064 0.9973 0.0374 -0.0129 0.0612 0.01150 -0.00623 0.00760 0.07446 -0.00020 85.799 14.084 -0.292 -83.364 -24.513 -1.801 0.001 15900
-0.00175 -0.00412 -0.00050 0.111 -0.016 0.145 0.9973 0.0374 -0.0129 0.0612 0.01050 -0.00587 0.00826 0.18131 -0.00105 85.798 14.091 -0.290 -83.362 -24.509 -1.834 0.001 16000
-0.00174 -0.00411 -0.00050 0.121 -0.018 0.138 0.9973 0.0374 -0.0129 0.0613 0.01094 -0.00361 0.00798 0.00000 -0.00035 85.798 14.095 -0.264 -83.361 -24.504 -1.867 0.001 16100
-0.00173 -0.00410 -0.00050 0.030 -0.062 0.130 0.9973 0.0375 -0.0130 0.0613 0.00915 -0.00382 0.00892 0.00000 -0.00097 85.789 14.095 -0.270 -83.359 -24.499 -1.898 0.001 16200
-0.00173 -0.00409 -0.00050 0.025 -0.014 0.179 0.9973 0.0375 -0.0130 0.0613 0.00943 -0.00473 0.00951 0.00000 -0.00113 85.782 14.098 -0.275 -83.358 -24.495 -1.929 0.001 16300
-0.00172 -0.00407 -0.00050 0.100 0.010 0.136 0.9973 0.0375 -0.0130 0.0613 0.00974 -0.00169 0.00823 0.00000 -0.00187 85.783 14.101 -0.305 -83.356 -24.491 -1.958 0.001 16400
-0.00172 -0.00406 -0.00050 0.111 -0.012 0.118 0.9973 0.0374 -0.0130 0.0614 0.01143 -0.00166 0.00755 0.10659 0.00081 85.785 14.100 -0.227 -83.355 -24.487 -1.991 0.001 16500
-0.00172 -0.00405 -0.00050 0.098 -0.159 0.220 0.9973 0.0374 -0.0130 0.0614 0.00978 -0.00379 0.00862 0.00000 0.00075 85.783 14.088 -0.179 -83.353 -24.482 -2.023 0.001 16600
-0.00074 -0.00404 -0.00062 0.133 -0.047 0.036 0.9973 0.0374 -0.0131 0.0614 0.00992 -0.00392 0.00664 0.04418 -0.00022 85.784 14.086 -0.196 -83.352 -24.478 -2.053 0.001 16700
-0.00170 -0.00403 -0.00050 0.018 0.034 0.163 0.9973 0.0375 -0.0131 0.0614 0.00934 -0.00232 0.00839 0.00000 -0.00050 85.777 14.092 -0.207 -83.350 -24.474 -2.083 0.001 16800
-0.00170 -0.00402 -0.00050 0.154 0.021 0.004 0.9973 0.0375 -0.0131 0.0614 0.00955 -0.00136 0.00669 0.00000 0.00062 85.782 14.093 -0.181 -83.349 -24.470 -2.113 0.001 16900
-0.00182 -0.00401 -0.00147 0.155 -0.075 0.055 0.9973 0.0374 -0.0131 0.0614 0.01150 -0.00341 0.00671 0.00000 0.00211 85.784 14.092 -0.110 -83.347 -24.466 -2.145 0.001 17000
-0.00085 -0.00400 -0.00159 0.040 -0.060 0.021 0.9973 0.0375 -0.0131 0.0613 0.00912 -0.00225 0.00408 0.00000 -0.00042 85.775 14.096 -0.162 -83.345 -24.463 -2.173 0.001 17100
-0.00072 -0.00398 -0.00062 0.073 -0.037 0.100 0.9973 0.0375 -0.0131 0.0614 0.01119 -0.00325 0.00730 0.00000 0.00075 85.773 14.093 -0.143 -83.344 -24.459 -2.202 0.001 17200
-0.00071 -0.00397 -0.00062 0.118 0.023 -0.001 0.9973 0.0376 -0.0131 0.0614 0.01089 -0.00184 0.00631 0.02735 -0.00240 85.775 14.094 -0.248 -83.343 -24.456 -2.226 0.001 17300
-0.00071 -0.00494 -0.00062 0.121 -0.053 0.118 0.9973 0.0376 -0.0131 0.0614 0.01229 -0.00218 0.00655 0.05987 -0.00196 85.777 14.088 -0.286 -83.342 -24.453 -2.250 0.001 17400
-0.00070 -0.00492 -0.00062 0.039 -0.061 0.021 0.9973 0.0376 -0.0131 0.0615 0.01048 -0.00516 0.00594 0.12784 0.00207 85.772 14.079 -0.170 -83.341 -24.449 -2.279 0.001 17500
-0.00167 -0.00491 -0.00050 0.051 -0.101 0.013 0.9973 0.0377 -0.0132 0.0616 0.00937 -0.00474 0.00424 0.11496 0.00053 85.768 14.066 -0.159 -83.339 -24.445 -2.306 0.001 17600
-0.00166 -0.00490 -0.00050 0.030 -0.029 0.069 0.9973 0.0376 -0.0132 0.0616 0.00983 -0.00153 0.00424 0.00000 0.00244 85.763 14.060 -0.083 -83.338 -24.442 -2.336 0.001 17700
-0.00166 -0.00489 -0.00049 0.047 -0.006 0.074 0.9973 0.0376 -0.0133 0.0616 0.01154 -0.00178 0.00517 0.00000 0.00066 85.761 14.056 -0.102 -83.336 -24.438 -2.363 0.001 17800
-0.00166 -0.00488 -0.00049 0.146 0.005 0.053 0.9973 0.0376 -0.0133 0.0616 0.01277 -0.00095 0.00566 0.00000 -0.00056 85.768 14.052 -0.156 -83.335 -24.435 -2.387 0.001 17900
-0.00165 -0.00486 -0.00050 -0.064 0.020 0.074 0.9973 0.0376 -0.0133 0.0616 0.01039 -0.00113 0.00604 0.00000 -0.00119 85.757 14.052 -0.205 -83.334 -24.432 -2.409 0.001 18000
-0.00165 -0.00485 -0.00050 0.117 -0.051 0.087 0.9973 0.0375 -0.0134 0.0616 0.01062 -0.00232 0.00535 0.00000 0.00003 85.762 14.045 -0.187 -83.333 -24.429 -2.434 0.001 18100
-0.00164 -0.00484 -0.00050 0.186 -0.083 0.147 0.9973 0.0375 -0.0134 0.0616 0.01013 -0.00225 0.00516 0.03255 0.00309 85.770 14.037 -0.066 -83.331 -24.426 -2.462 0.001 18200
-0.00164 -0.00385 -0.00050 0.163 0.089 0.096 0.9973 0.0375 -0.0134 0.0616 0.01214 -0.00232 0.00440 0.00000 0.00101 85.777 14.043 -0.070 -83.330 -24.423 -2.487 0.001 18300
-0.00164 -0.00384 -0.00050 0.122 -0.129 0.124 0.9973 0.0375 -0.0134 0.0616 0.01264 -0.00402 0.00606 0.00000 0.00211 85.777 14.032 -0.030 -83.329 -24.420 -2.513 0.001 18400
-0.00163 -0.00382 -0.00050 0.122 0.012 0.143 0.9973 0.0375 -0.0133 0.0616 0.01187 -0.00259 0.00586 0.00000 0.00091 85.778 14.034 -0.048 -83.327 -24.417 -2.537 0.001 18500
-0.00162 -0.00381 -0.00050 0.107 -0.068 -0.065 0.9973 0.0375 -0.0133 0.0616 0.00995 -0.00307 0.00371 0.00000 -0.00104 85.776 14.028 -0.136 -83.327 -24.415 -2.557 0.001 18600
-0.00162 -0.00380 -0.00050 0.094 -0.043 -0.012 0.9973 0.0375 -0.0133 0.0616 0.01045 -0.00286 0.00328 0.00000 -0.00037 85.774 14.026 -0.157 -83.326 -24.412 -2.578 0.001 18700
-0.00161 -0.00379 -0.00050 0.095 -0.046 0.008 0.9973 0.0375 -0.0133 0.0616 0.01094 -0.00377 0.00397 0.02959 -0.00008 85.772 14.023 -0.156 -83.325 -24.410 -2.599 0.001 18800
-0.00161 -0.00377 -0.00050 0.072 -0.022 0.067 0.9973 0.0375 -0.0133 0.0616 0.01108 -0.00339 0.00269 0.13232 -0.00076 85.770 14.024 -0.175 -83.324 -24.408 -2.618 0.001 18900
-0.00160 -0.00376 -0.00050 0.198 -0.014 0.072 0.9973 0.0376 -0.0133 0.0616 0.01249 -0.00275 0.00379 0.00000 -0.00176 85.778 14.024 -0.219 -83.324 -24.406 -2.635 0.001 19000
-0.00063 -0.00375 -0.00063 0.092 0.045 0.115 0.9973 0.0376 -0.0132 0.0616 0.01132 -0.00225 0.00425 0.07711 0.00160 85.777 14.031 -0.123 -83.323 -24.403 -2.657 0.001 19100
-0.00063 -0.00374 -0.00063 0.038 0.085 0.050 0.9973 0.0376 -0.0132 0.0616 0.01031 -0.00046 0.00379 0.02066 -0.00042 85.771 14.040 -0.143 -83.322 -24.401 -2.676 0.001 19200
-0.00062 -0.00372 -0.00063 0.115 0.071 0.054 0.9973 0.0376 -0.0132 0.0616 0.01147 -0.00295 0.00457 0.06822 -0.00079 85.773 14.044 -0.166 -83.321 -24.399 -2.693 0.001 19300
-0.00159 -0.00371 -0.00050 0.144 0.074 0.061 0.9973 0.0376 -0.0132 0.0616 0.01296 -0.00130 0.00455 0.02447 0.00118 85.777 14.046 -0.108 -83.321 -24.397 -2.713 0.001 19400
-0.00158 -0.00370 -0.00050 0.002 -0.026 0.035 0.9973 0.0376 -0.0131 0.0617 0.01055 -0.00107 0.00362 0.04436 -0.00119 85.768 14.041 -0.158 -83.320 -24.395 -2.729 0.001 19500
-0.00158 -0.00368 -0.00050 0.137 -0.087 0.044 0.9973 0.0376 -0.0131 0.0616 0.01238 -0.00152 0.00374 0.02959 -0.00007 85.770 14.031 -0.145 -83.319 -24.393 -2.747 0.001 19600
-0.00158 -0.00367 -0.00050 -0.062 -0.007 0.057 0.9973 0.0376 -0.0130 0.0616 0.01004 -0.00042 0.00403 0.01303 0.00102 85.757 14.031 -0.098 -83.319 -24.391 -2.765 0.001 19700
-0.00158 -0.00366 -0.00050 0.049 -0.024 0.098 0.9973 0.0375 -0.0130 0.0616 0.00975 -0.00128 0.00451 0.00000 0.00003 85.754 14.031 -0.103 -83.318 -24.390 -2.781 0.001 19800
-0.00157 -0.00267 -0.00050 0.063 -0.048 0.077 0.9973 0.0375 -0.0130 0.0616 0.00956 -0.00134 0.00312 0.16114 -0.00050 85.753 14.029 -0.120 -83.317 -24.388 -2.797 0.001 19900
-0.00157 -0.00266 -0.00050 0.090 -0.044 0.027 0.9973 0.0375 -0.0129 0.0615 0.01077 -0.00139 0.00210 0.09606 -0.00076 85.754 14.028 -0.140 -83.317 -24.386 -2.811 0.001 20000
-0.00157 -0.00265 -0.00050 0.110 -0.179 0.080 0.9973 0.0374 -0.0129 0.0615 0.00918 -0.00432 0.00360 0.00380 -0.00292 85.754 14.018 -0.222 -83.317 -24.385 -2.822 0.001 20100
-0.00156 -0.00362 -0.00051 0.059 0.017 0.097 0.9973 0.0374 -0.0129 0.0614 0.01009 -0.00093 0.00396 0.00000 0.00067 85.753 14.028 -0.145 -83.316 -24.384 -2.838 0.001 20200
-0.00156 -0.00263 -0.00051 0.110 -0.011 0.069 0.9973 0.0374 -0.0129 0.0614 0.01096 -0.00240 0.00373 0.03171 -0.00028 85.756 14.034 -0.132 -83.316 -24.382 -2.852 0.001 20300
-0.00252 -0.00359 -0.00038 0.017 0.040 0.002 0.9973 0.0374 -0.0128 0.0614 0.00997 -0.00240 0.00173 0.02561 -0.00262 85.750 14.044 -0.214 -83.316 -24.381 -2.862 0.001 20400
-0.00252 -0.00358 -0.00038 0.086 -0.015 -0.005 0.9973 0.0374 -0.0128 0.0613 0.01044 -0.00282 0.00184 0.05856 -0.00108 85.751 14.048 -0.204 -83.315 -24.380 -2.874 0.001 20500
-0.00251 -0.00357 -0.00038 0.065 -0.029 0.103 0.9973 0.0373 -0.0128 0.0613 0.00960 -0.00390 0.00139 0.08076 -0.00071 85.749 14.052 -0.179 -83.315 -24.379 -2.887 0.001 20600
-0.00154 -0.00356 -0.00051 0.061 0.055 0.006 0.9973 0.0373 -0.0128 0.0612 0.00877 -0.00199 0.00170 0.00000 0.00071 85.748 14.064 -0.121 -83.315 -24.377 -2.901 0.001 20700
-0.00154 -0.00355 -0.00051 0.095 0.034 0.051 0.9973 0.0373 -0.0128 0.0612 0.01021 -0.00148 0.00203 0.00000 0.00057 85.749 14.073 -0.091 -83.314 -24.376 -2.915 0.001 20800
-0.00153 -0.00354 -0.00051 0.071 -0.080 0.170 0.9973 0.0373 -0.0128 0.0612 0.00980 -0.00315 0.00438 0.02923 0.00045 85.747 14.073 -0.072 -83.314 -24.375 -2.929 0.001 20900
-0.00249 -0.00353 -0.00039 0.085 0.032 0.026 0.9974 0.0372 -0.0128 0.0611 0.00891 -0.00274 0.00210 0.10441 -0.00030 85.747 14.082 -0.094 -83.313 -24.374 -2.941 0.001 21000
-0.00140 -0.00352 0.00045 0.083 -0.045 -0.051 0.9974 0.0372 -0.0128 0.0611 0.00996 -0.00300 0.00174 0.00000 -0.00080 85.746 14.076 -0.128 -83.313 -24.373 -2.952 0.001 21100
-0.00139 -0.00351 0.00045 0.057 -0.069 0.061 0.9974 0.0372 -0.0128 0.0611 0.01047 -0.00530 0.00285 0.00000 -0.00117 85.744 14.070 -0.153 -83.313 -24.372 -2.963 0.001 21200
-0.00138 -0.00350 0.00045 0.076 -0.109 -0.033 0.9974 0.0373 -0.0128 0.0611 0.01061 -0.00482 0.00150 0.00000 -0.00141 85.744 14.061 -0.179 -83.312 -24.371 -2.972 0.001 21300
-0.00138 -0.00348 0.00045 0.066 -0.021 0.055 0.9973 0.0373 -0.0128 0.0612 0.01051 -0.00449 0.00340 0.02028 -0.00048 85.744 14.060 -0.155 -83.312 -24.370 -2.983 0.001 21400
-0.00137 -0.00347 0.00045 0.063 0.040 0.134 0.9973 0.0374 -0.0127 0.0612 0.01067 -0.00416 0.00302 0.04728 0.00005 85.745 14.063 -0.119 -83.312 -24.368 -2.995 0.001 21500
-0.00136 -0.00346 0.00045 0.048 0.052 -0.042 0.9973 0.0374 -0.0127 0.0613 0.00983 -0.00304 0.00122 0.17315 -0.00002 85.744 14.065 -0.111 -83.311 -24.367 -3.006 0.001 21600
-0.00245 -0.00345 -0.00039 0.145 0.021 0.133 0.9973 0.0374 -0.0127 0.0613 0.00945 -0.00357 0.00243 0.00000 -0.00181 85.750 14.070 -0.158 -83.311 -24.367 -3.014 0.001 21700
-0.00148 -0.00441 -0.00052 0.054 -0.043 -0.040 0.9973 0.0374 -0.0127 0.0613 0.01062 -0.00437 0.00199 0.09467 -0.00034 85.747 14.069 -0.147 -83.311 -24.366 -3.024 0.001 21800
-0.00147 -0.00440 -0.00052 0.033 0.001 -0.002 0.9973 0.0374 -0.0127 0.0613 0.00967 -0.00399 0.00144 0.00084 0.00222 85.743 14.073 -0.048 -83.311 -24.364 -3.038 0.001 21900
-0.00243 -0.00439 -0.00039 0.138 -0.028 0.011 0.9973 0.0374 -0.0128 0.0613 0.01098 -0.00325 0.00151 0.12039 0.00226 85.748 14.071 0.009 -83.310 -24.363 -3.053 0.001 22000
-0.00146 -0.00438 -0.00052 0.066 0.064 0.058 0.9973 0.0374 -0.0128 0.0613 0.01044 -0.00224 0.00214 0.05840 0.00216 85.747 14.078 0.039 -83.309 -24.362 -3.066 0.001 22100
-0.00146 -0.00437 -0.00052 0.075 0.062 0.090 0.9973 0.0374 -0.0128 0.0613 0.01029 -0.00180 0.00257 0.00000 -0.00109 85.747 14.084 -0.057 -83.309 -24.361 -3.075 0.001 22200
-0.00145 -0.00435 -0.00052 0.134 -0.084 0.030 0.9973 0.0374 -0.0128 0.0613 0.01101 -0.00320 0.00221 0.00879 0.00149 85.751 14.075 -0.021 -83.309 -24.360 -3.087 0.001 22300
-0.00132 -0.00434 0.00045 0.105 0.008 0.002 0.9973 0.0375 -0.0129 0.0613 0.00934 -0.00436 0.00168 0.00000 -0.00297 85.753 14.068 -0.159 -83.309 -24.360 -3.092 0.001 22400
-0.00131 -0.00433 0.00045 0.048 -0.097 0.004 0.9973 0.0375 -0.0129 0.0614 0.00752 -0.00413 0.00222 0.00000 -0.00094 85.750 14.052 -0.163 -83.309 -24.359 -3.101 0.001 22500
-0.00143 -0.00433 -0.00052 0.041 -0.010 -0.032 0.9973 0.0375 -0.0130 0.0614 0.00715 -0.00314 0.00180 0.02767 -0.00223 85.746 14.052 -0.213 -83.309 -24.358 -3.108 0.001 22600
-0.00143 -0.00432 -0.00052 0.081 0.025 0.102 0.9973 0.0375 -0.0130 0.0614 0.00895 -0.00094 0.00184 0.04234 0.00012 85.747 14.055 -0.151 -83.308 -24.357 -3.118 0.001 22700
-0.14430 0.26791 0.00647 -1.211 0.381 2.409 0.9974 0.0361 -0.0107 0.0616 -0.00767 0.00228 0.03664 15.00718 0.00870 85.654 13.978 1.712 -83.318 -24.301 -3.129 0.004 22800
-0.34959 0.79634 -0.03475 5.169 0.606 -2.774 0.9809 0.0081 -0.1875 0.0505 7.98523 0.03725 -0.04080 14.78601 0.05307 83.785 14.627 4.928 -81.318 -24.601 -3.718 0.006 22900
-0.31714 1.19130 -0.19781 15.278 -0.298 -10.054 0.9569 -0.0225 -0.2860 0.0442 12.84421 0.02744 -0.41770 14.77475 0.10502 77.609 17.929 7.939 -76.504 -26.149 -4.527 0.009 23000
-0.55712 1.01072 -0.29668 18.936 -2.744 -14.563 0.9587 -0.0704 -0.2637 0.0803 15.12633 -0.16049 -1.59297 14.53008 0.12741 73.198 19.800 9.219 -72.339 -27.638 -5.168 0.012 23100
-0.50178 0.60127 -0.29157 13.397 -4.512 -10.737 0.9628 -0.1250 -0.1995 0.1327 16.04442 -0.41733 -1.80387 14.41998 0.11356 72.078 18.611 8.830 -69.672 -28.146 -5.547 0.014 23200
-0.45831 0.14439 -0.19093 7.494 -4.895 -7.909 0.9708 -0.1500 -0.0935 0.1622 15.54830 -0.92536 -3.69790 14.32557 0.08092 73.586 14.851 7.096 -68.556 -27.519 -5.694 0.017 23300
-0.44759 -0.00037 -0.05022 4.696 -3.375 -2.072 0.9701 -0.1652 -0.0551 0.1689 14.98753 -1.11894 -3.87079 14.07625 0.04619 75.518 10.426 5.121 -67.986 -26.687 -5.734 0.019 23400
-0.36749 -0.04588 -0.01643 3.717 -2.631 -0.041 0.9706 -0.1787 -0.0239 0.1595 14.22985 -1.56533 -4.66447 13.86690 0.03155 77.289 7.060 3.684 -67.755 -26.086 -5.722 0.021 23500
-0.16327 -0.08729 -0.06879 3.312 -1.780 1.361 0.9725 -0.1824 -0.0126 0.1445 13.79563 -1.73439 -4.77360 13.81631 0.02061 78.771 5.321 2.480 -67.679 -25.669 -5.683 0.023 23600
-0.08934 -0.10983 -0.15263 3.093 -1.358 2.068 0.9749 -0.1839 -0.0050 0.1251 13.44358 -2.06712 -4.72876 13.73148 0.01534 79.915 5.004 1.662 -67.680 -25.288 -5.615 0.025 23700
-0.05276 -0.12093 -0.23672 3.057 -1.167 2.614 0.9780 -0.1811 -0.0034 0.1032 13.26107 -2.22288 -4.68180 13.62991 0.01502 80.763 5.958 1.222 -67.707 -24.947 -5.539 0.028 23800
-0.02912 -0.11727 -0.28397 3.145 -1.339 2.966 0.9799 -0.1811 -0.0041 0.0830 13.15961 -2.51079 -4.36885 13.61367 0.01136 81.338 7.508 0.905 -67.743 -24.560 -5.448 0.030 23900
-0.04871 -0.10411 -0.29741 3.346 -1.598 2.908 0.9816 -0.1797 -0.0051 0.0647 13.11754 -2.67609 -4.28390 13.63548 0.01211 81.712 9.348 0.831 -67.778 -24.188 -5.357 0.032 24000
-0.02965 -0.08666 -0.28813 3.404 -1.933 2.930 0.9818 -0.1831 -0.0067 0.0492 13.12800 -3.00067 -3.89108 13.57432 0.01389 81.932 11.092 0.932 -67.816 -23.804 -5.263 0.034 24100
-0.01942 -0.07549 -0.26892 3.294 -2.099 2.723 0.9824 -0.1830 -0.0061 0.0366 13.13679 -3.18655 -3.79957 13.46097 0.01478 82.038 12.665 1.063 -67.855 -23.417 -5.166 0.036 24200
0.00882 -0.06246 -0.25666 3.415 -2.408 2.721 0.9820 -0.1871 -0.0062 0.0242 13.18317 -3.58435 -3.41934 13.78669 0.01593 82.082 14.033 1.225 -67.899 -23.004 -5.066 0.038 24300
0.04666 -0.05787 -0.25409 3.402 -2.434 2.579 0.9828 -0.1842 -0.0042 0.0126 13.20549 -3.79788 -3.33197 13.74751 0.01539 82.050 15.372 1.293 -67.944 -22.582 -4.961 0.040 24400
