# Wind Estimator
#
# Q = diag( 0.01000000 0.01000000 0.01000000 0.00010000 0.00010000 0.00010000 0.00000001 )
# R = diag( 0.25000000 0.25000000 0.25000000 0.25000000 0.00000400 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az q1 q2 q3 q4 vkx vky vkz va aoa u v w wx wy wz vas t
-0.02659 0.04154 0.16239 2.361 1.230 -0.871 -0.8469 -0.1213 0.0647 0.5136 3.24795 -13.95339 -0.06340 15.72297 0.01371 15.886 -0.161 0.207 -4.095 0.084 0.063 0.984 425500
-0.03549 0.04155 0.16131 2.243 1.305 -0.716 -0.8519 -0.1184 0.0616 0.5064 3.41293 -13.86237 -0.05918 15.53533 0.01382 15.861 -0.164 0.212 -4.094 0.084 0.061 0.984 425600
-0.03031 0.03936 0.15844 2.228 1.341 -0.803 -0.8557 -0.1198 0.0612 0.4997 3.70725 -13.69241 -0.06119 15.50829 0.01427 15.838 -0.148 0.217 -4.093 0.084 0.059 0.984 425700
-0.02863 0.03937 0.15721 2.236 1.251 -0.784 -0.8603 -0.1171 0.0584 0.4927 3.86608 -13.59982 -0.05927 15.54379 0.01179 15.834 -0.149 0.182 -4.092 0.084 0.058 0.984 425800
-0.02744 0.03719 0.15585 2.102 1.333 -0.685 -0.8639 -0.1187 0.0579 0.4860 4.14582 -13.42128 -0.06601 15.60263 0.01158 15.831 -0.137 0.177 -4.092 0.085 0.057 0.984 425900
-0.02468 0.03721 0.15350 2.219 1.311 -0.843 -0.8685 -0.1160 0.0552 0.4788 4.30106 -13.31843 -0.06931 15.45959 0.01502 15.820 -0.134 0.225 -4.091 0.085 0.055 0.984 426000
-0.02276 0.03526 0.15204 2.084 1.338 -0.751 -0.8718 -0.1176 0.0551 0.4723 4.57470 -13.14032 -0.06870 15.53125 0.01253 15.814 -0.121 0.193 -4.091 0.085 0.053 0.984 426100
-0.02084 0.03526 0.15078 2.015 1.311 -0.884 -0.8760 -0.1150 0.0527 0.4655 4.72252 -13.04073 -0.06987 15.70432 0.01322 15.836 -0.128 0.200 -4.093 0.088 0.051 0.984 426200
-0.02301 0.03406 0.15010 2.114 1.433 -0.817 -0.8792 -0.1168 0.0525 0.4589 4.98219 -12.85225 -0.06180 15.76937 0.01245 15.858 -0.104 0.190 -4.096 0.091 0.049 0.984 426300
-0.02852 0.03407 0.14858 1.934 1.361 -0.822 -0.8832 -0.1139 0.0499 0.4521 5.11955 -12.74776 -0.06060 15.40026 0.01356 15.827 -0.112 0.205 -4.093 0.090 0.047 0.984 426400
-0.02331 0.03310 0.14792 1.923 1.418 -0.749 -0.8864 -0.1152 0.0496 0.4456 5.36733 -12.55920 -0.06052 15.57772 0.01384 15.824 -0.100 0.211 -4.094 0.091 0.045 0.984 426500
-0.02881 0.03310 0.14639 1.918 1.354 -0.784 -0.8902 -0.1124 0.0472 0.4390 5.50381 -12.45662 -0.05846 15.53243 0.01348 15.822 -0.104 0.206 -4.094 0.092 0.044 0.984 426600
-0.02565 0.03189 0.14502 1.827 1.479 -0.840 -0.8931 -0.1137 0.0469 0.4326 5.74384 -12.26459 -0.06046 15.49393 0.01348 15.807 -0.092 0.205 -4.093 0.092 0.042 0.984 426700
-0.02593 0.03190 0.14380 1.777 1.563 -0.810 -0.8969 -0.1110 0.0447 0.4257 5.87431 -12.15396 -0.05943 15.52397 0.01196 15.794 -0.091 0.183 -4.093 0.092 0.041 0.984 426800
-0.02400 0.02996 0.14258 1.847 1.479 -0.795 -0.8997 -0.1123 0.0443 0.4195 6.10193 -11.95393 -0.06693 15.57195 0.01267 15.801 -0.074 0.191 -4.093 0.093 0.039 0.984 426900
-0.02111 0.02998 0.14121 1.631 1.457 -0.881 -0.9032 -0.1097 0.0421 0.4127 6.22318 -11.84288 -0.07002 15.63558 0.01432 15.807 -0.086 0.215 -4.095 0.095 0.036 0.984 427000
-0.01896 0.02876 0.13971 1.614 1.436 -0.764 -0.9058 -0.1111 0.0420 0.4067 6.44639 -11.64766 -0.06768 15.73476 0.01162 15.826 -0.080 0.179 -4.098 0.098 0.034 0.984 427100
-0.01691 0.02876 0.13942 1.659 1.534 -0.811 -0.9091 -0.1086 0.0401 0.4003 6.56616 -11.53885 -0.06739 15.60978 0.01334 15.826 -0.078 0.201 -4.099 0.099 0.032 0.984 427200
-0.01692 0.02683 0.13845 1.619 1.455 -0.828 -0.9116 -0.1102 0.0399 0.3941 6.77272 -11.33489 -0.06805 15.58356 0.01162 15.825 -0.069 0.178 -4.100 0.100 0.030 0.984 427300
-0.02346 0.02782 0.13830 1.583 1.571 -0.804 -0.9148 -0.1076 0.0378 0.3875 6.88447 -11.22019 -0.06868 15.48169 0.01230 15.806 -0.070 0.186 -4.100 0.100 0.029 0.984 427400
-0.01923 0.02685 0.13776 1.550 1.499 -0.903 -0.9172 -0.1088 0.0377 0.3814 7.08851 -11.01743 -0.06180 15.57629 0.01235 15.807 -0.063 0.186 -4.101 0.102 0.027 0.984 427500
-0.02496 0.02783 0.13627 1.519 1.408 -0.832 -0.9203 -0.1061 0.0358 0.3749 7.19794 -10.90961 -0.05956 15.44820 0.00988 15.797 -0.074 0.152 -4.099 0.101 0.027 0.984 427600
-0.01964 0.02565 0.13461 1.471 1.507 -0.774 -0.9226 -0.1074 0.0354 0.3689 7.39054 -10.70383 -0.06051 15.46662 0.01332 15.787 -0.063 0.198 -4.099 0.102 0.025 0.984 427700
-0.01992 0.02566 0.13340 1.422 1.552 -0.809 -0.9255 -0.1049 0.0336 0.3624 7.49292 -10.58904 -0.05848 15.35373 0.01282 15.760 -0.066 0.194 -4.096 0.101 0.024 0.984 427800
-0.01678 0.02373 0.13202 1.479 1.643 -0.826 -0.9277 -0.1063 0.0333 0.3563 7.67170 -10.37667 -0.05905 15.52724 0.01297 15.762 -0.044 0.196 -4.097 0.102 0.022 0.984 427900
-0.01581 0.02374 0.13090 1.427 1.586 -0.799 -0.9305 -0.1040 0.0316 0.3498 7.77006 -10.25640 -0.05840 15.53441 0.01184 15.766 -0.043 0.180 -4.097 0.103 0.021 0.984 428000
-0.01376 0.02376 0.13065 1.299 1.564 -0.695 -0.9326 -0.1053 0.0315 0.3438 7.94218 -10.04854 -0.05650 15.43682 0.01153 15.752 -0.037 0.175 -4.096 0.103 0.020 0.984 428100
-0.01283 0.02377 0.12928 1.331 1.473 -0.815 -0.9352 -0.1030 0.0299 0.3373 8.03324 -9.93592 -0.05786 15.43302 0.01175 15.749 -0.049 0.177 -4.095 0.103 0.019 0.984 428200
-0.01405 0.02256 0.12847 1.311 1.532 -0.873 -0.9372 -0.1046 0.0298 0.3314 8.19810 -9.72356 -0.06005 15.45848 0.01317 15.748 -0.043 0.197 -4.095 0.103 0.017 0.984 428300
-0.01844 0.02257 0.12779 1.367 1.560 -0.817 -0.9397 -0.1022 0.0283 0.3250 8.28920 -9.60547 -0.05890 15.44277 0.01109 15.748 -0.045 0.169 -4.094 0.103 0.016 0.984 428400
-0.01518 0.02258 0.12738 1.301 1.592 -0.763 -0.9416 -0.1035 0.0281 0.3194 8.45095 -9.39863 -0.05011 15.74727 0.01235 15.784 -0.030 0.185 -4.099 0.105 0.014 0.984 428500
-0.01870 0.02161 0.12585 1.217 1.568 -0.780 -0.9439 -0.1010 0.0266 0.3132 8.53649 -9.28158 -0.04852 15.43392 0.01096 15.769 -0.035 0.167 -4.098 0.105 0.014 0.984 428600
-0.01560 0.02163 0.12423 1.155 1.579 -0.809 -0.9457 -0.1022 0.0264 0.3075 8.69012 -9.07176 -0.04891 15.57299 0.01114 15.774 -0.026 0.168 -4.100 0.106 0.013 0.984 428700
-0.01571 0.02042 0.12423 1.174 1.572 -0.831 -0.9479 -0.0998 0.0250 0.3014 8.77252 -8.95327 -0.05173 15.38717 0.01190 15.757 -0.031 0.178 -4.098 0.106 0.012 0.984 428800
-0.01356 0.02043 0.12298 1.175 1.623 -0.846 -0.9496 -0.1011 0.0247 0.2957 8.91369 -8.74174 -0.05013 15.59567 0.01260 15.770 -0.017 0.189 -4.100 0.107 0.010 0.984 428900
-0.01186 0.02045 0.12175 1.138 1.635 -0.826 -0.9518 -0.0989 0.0233 0.2895 8.99151 -8.62351 -0.04996 15.43661 0.01183 15.758 -0.017 0.179 -4.099 0.107 0.009 0.984 429000
-0.00973 0.01852 0.12026 1.126 1.642 -0.899 -0.9533 -0.1003 0.0231 0.2839 9.12397 -8.41025 -0.04836 15.57534 0.01202 15.768 -0.004 0.180 -4.101 0.108 0.008 0.984 429100
-0.00863 0.01853 0.12010 1.014 1.643 -0.768 -0.9553 -0.0983 0.0219 0.2778 9.19283 -8.29288 -0.04857 15.57777 0.01220 15.769 -0.007 0.184 -4.103 0.109 0.006 0.984 429200
-0.00974 0.01733 0.12026 1.138 1.691 -0.809 -0.9568 -0.0999 0.0217 0.2721 9.32410 -8.07384 -0.05015 15.53304 0.01063 15.772 0.010 0.161 -4.104 0.110 0.005 0.984 429300
-0.01409 0.01954 0.11983 1.112 1.652 -0.782 -0.9588 -0.0977 0.0205 0.2658 9.39175 -7.95060 -0.04921 15.57380 0.01173 15.781 0.010 0.176 -4.106 0.110 0.004 0.984 429400
-0.01205 0.01858 0.11958 1.111 1.656 -0.810 -0.9603 -0.0989 0.0203 0.2602 9.51361 -7.73721 -0.04869 15.54733 0.01240 15.786 0.020 0.186 -4.107 0.111 0.003 0.984 429500
-0.01543 0.01737 0.11902 1.042 1.605 -0.800 -0.9621 -0.0966 0.0191 0.2541 9.57737 -7.62068 -0.04779 15.43346 0.01194 15.774 0.011 0.181 -4.107 0.111 0.002 0.984 429600
-0.01331 0.01860 0.11752 0.880 1.665 -0.736 -0.9635 -0.0977 0.0190 0.2486 9.69686 -7.40640 -0.03968 15.64412 0.01182 15.781 0.017 0.179 -4.110 0.112 0.000 0.984 429700
-0.01257 0.01860 0.11643 0.796 1.606 -0.977 -0.9652 -0.0955 0.0179 0.2428 9.76017 -7.29142 -0.04172 15.50886 0.01306 15.768 0.002 0.195 -4.111 0.113 -0.001 0.984 429800
-0.01029 0.01740 0.11614 0.879 1.606 -0.813 -0.9664 -0.0969 0.0177 0.2373 9.86988 -7.07227 -0.04099 15.36562 0.01122 15.745 0.006 0.171 -4.109 0.113 -0.002 0.984 429900
-0.01055 0.01741 0.11493 0.813 1.554 -0.867 -0.9681 -0.0948 0.0166 0.2313 9.92821 -6.95440 -0.04068 15.39948 0.01217 15.732 -0.007 0.182 -4.108 0.113 -0.003 0.984 430000
-0.00730 0.01645 0.11452 0.888 1.725 -0.900 -0.9692 -0.0962 0.0165 0.2260 10.03033 -6.73758 -0.03945 15.41149 0.01132 15.724 0.009 0.170 -4.107 0.114 -0.004 0.984 430100
-0.00741 0.01743 0.11452 0.792 1.529 -0.787 -0.9708 -0.0942 0.0155 0.2201 10.08568 -6.61975 -0.04085 15.51208 0.01212 15.731 -0.004 0.182 -4.108 0.114 -0.005 0.984 430200
-0.00732 0.01549 0.11452 0.902 1.679 -0.820 -0.9718 -0.0956 0.0154 0.2148 10.18045 -6.40557 -0.04868 15.47443 0.01171 15.736 0.010 0.176 -4.109 0.115 -0.007 0.984 430300
-0.01070 0.01648 0.11396 0.825 1.572 -0.843 -0.9733 -0.0935 0.0145 0.2089 10.23301 -6.28881 -0.04991 15.53716 0.01177 15.748 0.002 0.177 -4.110 0.115 -0.008 0.984 430400
-0.00842 0.01552 0.11367 0.700 1.727 -0.816 -0.9743 -0.0949 0.0142 0.2037 10.32289 -6.06934 -0.04974 15.38078 0.01181 15.724 0.014 0.177 -4.109 0.115 -0.009 0.984 430500
-0.01300 0.01554 0.11327 0.763 1.628 -0.785 -0.9757 -0.0927 0.0133 0.1981 10.37172 -5.94921 -0.04845 15.63304 0.01322 15.747 0.013 0.198 -4.113 0.116 -0.012 0.984 430600
-0.00953 0.01555 0.11283 0.781 1.729 -0.782 -0.9766 -0.0939 0.0130 0.1929 10.45468 -5.73607 -0.04995 15.56116 0.01093 15.755 0.030 0.167 -4.115 0.116 -0.013 0.984 430700
-0.00882 0.01435 0.11149 0.676 1.743 -0.840 -0.9780 -0.0918 0.0121 0.1871 10.49935 -5.61682 -0.05009 15.60309 0.01223 15.761 0.033 0.183 -4.118 0.117 -0.015 0.984 430800
-0.00655 0.01558 0.11120 0.693 1.642 -0.791 -0.9788 -0.0930 0.0119 0.1819 10.57985 -5.40457 -0.04955 15.57549 0.01113 15.767 0.040 0.169 -4.120 0.117 -0.016 0.984 430900
-0.00581 0.01559 0.11010 0.715 1.568 -0.748 -0.9800 -0.0911 0.0111 0.1764 10.62424 -5.28894 -0.04949 15.51317 0.01240 15.769 0.033 0.186 -4.121 0.118 -0.018 0.984 431000
-0.00257 0.01439 0.10969 0.684 1.626 -0.855 -0.9808 -0.0926 0.0108 0.1714 10.69689 -5.07102 -0.05047 15.51114 0.01025 15.767 0.042 0.156 -4.122 0.118 -0.019 0.984 431100
-0.00267 0.01343 0.10969 0.633 1.594 -0.890 -0.9819 -0.0910 0.0100 0.1656 10.73526 -4.95193 -0.05047 15.47657 0.01366 15.761 0.034 0.202 -4.123 0.119 -0.021 0.984 431200
-0.00354 0.01443 0.10982 0.589 1.701 -0.748 -0.9827 -0.0925 0.0097 0.1604 10.80252 -4.73582 -0.04177 15.48531 0.01342 15.751 0.047 0.203 -4.124 0.120 -0.023 0.984 431300
-0.00800 0.01566 0.11038 0.641 1.700 -0.847 -0.9837 -0.0906 0.0090 0.1548 10.83790 -4.61792 -0.03962 15.49690 0.01180 15.751 0.047 0.180 -4.125 0.120 -0.024 0.984 431400
-0.00574 0.01445 0.11010 0.613 1.667 -0.854 -0.9844 -0.0919 0.0087 0.1496 10.90206 -4.40331 -0.04069 15.45965 0.01143 15.746 0.055 0.172 -4.125 0.120 -0.025 0.984 431500
-0.00814 0.01446 0.10941 0.606 1.616 -0.781 -0.9855 -0.0899 0.0080 0.1439 10.93661 -4.28501 -0.04000 15.48824 0.01162 15.749 0.048 0.175 -4.126 0.121 -0.026 0.984 431600
-0.00587 0.01351 0.10913 0.483 1.659 -0.794 -0.9861 -0.0912 0.0077 0.1388 10.99221 -4.06831 -0.03979 15.71176 0.01286 15.770 0.057 0.193 -4.131 0.121 -0.028 0.984 431700
-0.00613 0.01352 0.10791 0.500 1.657 -0.802 -0.9870 -0.0894 0.0070 0.1331 11.02304 -3.94965 -0.03879 15.44156 0.01361 15.754 0.053 0.205 -4.131 0.121 -0.030 0.984 431800
-0.00386 0.01353 0.10763 0.389 1.640 -0.805 -0.9876 -0.0907 0.0068 0.1280 11.07887 -3.73465 -0.03942 15.50737 0.01254 15.744 0.057 0.190 -4.132 0.122 -0.032 0.984 431900
-0.00396 0.01354 0.10763 0.454 1.736 -0.882 -0.9885 -0.0889 0.0061 0.1226 11.11096 -3.61607 -0.04052 15.43019 0.01220 15.732 0.059 0.184 -4.132 0.122 -0.033 0.984 432000
-0.00072 0.01259 0.10722 0.460 1.681 -0.788 -0.9889 -0.0905 0.0058 0.1175 11.15475 -3.39962 -0.03075 15.44344 0.01374 15.726 0.069 0.206 -4.132 0.123 -0.035 0.984 432100
-0.00094 0.01358 0.10625 0.403 1.641 -0.718 -0.9897 -0.0889 0.0051 0.1118 11.17964 -3.27957 -0.02906 15.56529 0.01167 15.735 0.067 0.179 -4.135 0.123 -0.036 0.984 432200
-0.00303 0.01262 0.10653 0.404 1.623 -0.840 -0.9902 -0.0904 0.0048 0.1067 11.22289 -3.06581 -0.02937 15.40944 0.01349 15.724 0.070 0.202 -4.135 0.123 -0.037 0.984 432300
-0.00615 0.01361 0.10791 0.423 1.623 -0.818 -0.9909 -0.0886 0.0042 0.1011 11.24688 -2.94731 -0.02903 15.46772 0.01210 15.725 0.062 0.184 -4.135 0.124 -0.038 0.984 432400
-0.00389 0.01266 0.10762 0.431 1.677 -0.862 -0.9913 -0.0898 0.0039 0.0960 11.28430 -2.73625 -0.02874 15.50857 0.01044 15.733 0.069 0.158 -4.137 0.124 -0.039 0.984 432500
-0.00616 0.01267 0.10790 0.337 1.631 -0.835 -0.9920 -0.0880 0.0032 0.0905 11.30532 -2.61902 -0.02921 15.50022 0.01172 15.733 0.060 0.175 -4.138 0.124 -0.040 0.984 432600
-0.00522 0.01269 0.10681 0.382 1.685 -0.705 -0.9923 -0.0895 0.0030 0.0854 11.34031 -2.40094 -0.02224 15.37060 0.01360 15.719 0.070 0.204 -4.137 0.125 -0.041 0.984 432700
-0.00531 0.01368 0.10681 0.331 1.607 -0.837 -0.9930 -0.0877 0.0024 0.0795 11.35703 -2.28018 -0.02017 15.40134 0.01237 15.711 0.059 0.188 -4.137 0.125 -0.042 0.984 432800
-0.00401 0.01369 0.10665 0.326 1.668 -0.718 -0.9932 -0.0891 0.0022 0.0745 11.39037 -2.06341 -0.01925 15.66262 0.01346 15.739 0.070 0.203 -4.141 0.124 -0.044 0.984 432900
-0.00314 0.01370 0.10652 0.205 1.616 -0.743 -0.9938 -0.0873 0.0016 0.0691 11.40574 -1.94739 -0.01883 15.56724 0.01196 15.741 0.062 0.183 -4.143 0.124 -0.045 0.984 433000
0.00010 0.01274 0.10612 0.249 1.677 -0.823 -0.9940 -0.0888 0.0013 0.0639 11.43042 -1.72853 -0.02022 15.60219 0.01362 15.752 0.071 0.204 -4.146 0.124 -0.047 0.984 433100
-0.00096 0.01373 0.10624 0.285 1.684 -0.900 -0.9945 -0.0874 0.0007 0.0583 11.44438 -1.61207 -0.02083 15.56263 0.01196 15.759 0.067 0.182 -4.148 0.124 -0.048 0.984 433200
-0.00208 0.01277 0.10640 0.263 1.655 -0.838 -0.9946 -0.0889 0.0003 0.0532 11.46338 -1.39592 -0.02204 15.67267 0.01127 15.778 0.072 0.170 -4.152 0.123 -0.049 0.984 433300
-0.00532 0.01377 0.10680 0.149 1.681 -0.775 -0.9951 -0.0872 -0.0002 0.0476 11.47186 -1.27847 -0.01924 15.41581 0.01196 15.753 0.066 0.180 -4.152 0.124 -0.050 0.984 433400
-0.00305 0.01378 0.10652 0.105 1.598 -0.855 -0.9952 -0.0885 -0.0006 0.0425 11.49006 -1.06677 -0.02046 15.47708 0.01205 15.740 0.063 0.181 -4.153 0.124 -0.051 0.984 433500
-0.00424 0.01282 0.10568 0.270 1.752 -0.825 -0.9955 -0.0867 -0.0011 0.0369 11.49996 -0.94679 -0.02104 15.57507 0.01219 15.755 0.067 0.183 -4.155 0.123 -0.052 0.984 433600
-0.00319 0.01162 0.10555 0.094 1.667 -0.742 -0.9956 -0.0881 -0.0016 0.0320 11.50612 -0.73216 -0.01893 15.56679 0.01161 15.754 0.074 0.176 -4.158 0.123 -0.053 0.984 433700
-0.00231 0.01164 0.10542 0.165 1.697 -0.789 -0.9959 -0.0863 -0.0021 0.0264 11.50899 -0.61542 -0.01931 15.62382 0.01189 15.767 0.072 0.179 -4.161 0.122 -0.054 0.984 433800
-0.00005 0.01287 0.10514 0.105 1.696 -0.670 -0.9959 -0.0878 -0.0024 0.0213 11.51938 -0.40384 -0.01106 15.41844 0.01259 15.748 0.079 0.190 -4.161 0.123 -0.054 0.984 433900
-0.00030 0.01288 0.10393 0.077 1.730 -0.933 -0.9962 -0.0862 -0.0028 0.0158 11.52145 -0.28656 -0.01145 15.47596 0.01335 15.740 0.076 0.200 -4.162 0.123 -0.055 0.984 434000
0.00309 0.01168 0.10473 0.111 1.694 -0.846 -0.9961 -0.0878 -0.0033 0.0110 11.52190 -0.07408 -0.01049 15.37969 0.01228 15.725 0.081 0.186 -4.161 0.124 -0.056 0.984 434100
0.00203 0.01389 0.10486 0.110 1.694 -0.869 -0.9962 -0.0863 -0.0037 0.0053 11.52103 0.04441 -0.01099 15.52368 0.01398 15.733 0.075 0.209 -4.162 0.124 -0.057 0.984 434200
0.00210 0.01293 0.10486 0.139 1.694 -0.886 -0.9961 -0.0878 -0.0041 0.0003 11.52108 0.25278 -0.01047 15.45089 0.01119 15.734 0.078 0.171 -4.163 0.124 -0.058 0.984 434300
-0.00114 0.01392 0.10526 -0.052 1.696 -0.863 -0.9963 -0.0861 -0.0046 -0.0052 11.52023 0.36655 -0.01089 15.50524 0.01285 15.729 0.071 0.192 -4.164 0.124 -0.059 0.984 434400
-0.00009 0.01296 0.10514 0.073 1.593 -0.785 -0.9961 -0.0876 -0.0051 -0.0103 11.51186 0.57604 -0.00960 15.63750 0.01074 15.752 0.068 0.164 -4.167 0.123 -0.059 0.984 434500
-0.00018 0.01298 0.10513 0.101 1.580 -0.862 -0.9962 -0.0860 -0.0056 -0.0159 11.50936 0.69275 -0.01218 15.44002 0.01095 15.748 0.051 0.164 -4.168 0.123 -0.059 0.984 434600
0.00208 0.01299 0.10485 -0.057 1.669 -0.850 -0.9959 -0.0876 -0.0060 -0.0209 11.49878 0.90562 -0.01002 15.52796 0.01166 15.746 0.055 0.174 -4.169 0.122 -0.060 0.984 434700
0.00199 0.01398 0.10485 -0.039 1.729 -0.750 -0.9959 -0.0861 -0.0064 -0.0264 11.49332 1.02499 -0.00733 15.61414 0.01148 15.758 0.056 0.173 -4.172 0.121 -0.060 0.984 434800
0.00426 0.01302 0.10457 0.004 1.650 -0.799 -0.9956 -0.0877 -0.0070 -0.0313 11.47408 1.23750 -0.00177 15.47821 0.01112 15.754 0.059 0.168 -4.173 0.121 -0.061 0.984 434900
0.00295 0.01402 0.10472 -0.124 1.682 -0.713 -0.9955 -0.0863 -0.0074 -0.0370 11.46028 1.35436 0.00136 15.48465 0.01100 15.743 0.056 0.166 -4.174 0.121 -0.060 0.984 435000
0.00534 0.01306 0.10541 -0.098 1.692 -0.764 -0.9952 -0.0880 -0.0079 -0.0420 11.43952 1.56862 -0.00011 15.38928 0.01153 15.726 0.061 0.173 -4.173 0.122 -0.061 0.984 435100
0.00428 0.01307 0.10553 -0.116 1.674 -0.742 -0.9951 -0.0867 -0.0083 -0.0476 11.42714 1.68381 0.00042 15.34146 0.01360 15.706 0.053 0.204 -4.172 0.123 -0.061 0.984 435200
0.00328 0.01308 0.10666 -0.189 1.786 -0.808 -0.9947 -0.0884 -0.0087 -0.0527 11.40755 1.89780 -0.00106 15.50981 0.01290 15.709 0.065 0.195 -4.173 0.123 -0.062 0.984 435300
0.00101 0.01407 0.10694 -0.058 1.660 -0.840 -0.9945 -0.0869 -0.0090 -0.0583 11.39318 2.01493 -0.00112 15.48747 0.01193 15.720 0.052 0.181 -4.174 0.123 -0.062 0.984 435400
0.00110 0.01408 0.10694 -0.157 1.706 -0.844 -0.9940 -0.0884 -0.0095 -0.0634 11.36755 2.22694 0.00031 15.55690 0.01235 15.731 0.055 0.185 -4.176 0.122 -0.063 0.984 435500
-0.00009 0.01409 0.10610 -0.219 1.670 -0.794 -0.9938 -0.0868 -0.0099 -0.0689 11.35158 2.34532 -0.00055 15.44781 0.01230 15.722 0.047 0.186 -4.176 0.122 -0.063 0.984 435600
0.00096 0.01508 0.10597 -0.264 1.834 -0.791 -0.9933 -0.0883 -0.0104 -0.0739 11.31698 2.55934 0.00658 15.47682 0.01109 15.719 0.065 0.168 -4.177 0.122 -0.064 0.984 435700
0.00087 0.01509 0.10597 -0.167 1.744 -0.858 -0.9930 -0.0867 -0.0108 -0.0795 11.30050 2.67460 0.00869 15.48826 0.01291 15.727 0.060 0.193 -4.178 0.122 -0.064 0.984 435800
0.00435 0.01511 0.10553 -0.190 1.667 -0.747 -0.9924 -0.0883 -0.0115 -0.0845 11.26072 2.88690 0.01035 15.49002 0.01224 15.730 0.062 0.186 -4.179 0.121 -0.064 0.984 435900
0.00304 0.01512 0.10568 -0.224 1.567 -0.822 -0.9921 -0.0869 -0.0119 -0.0901 11.23760 3.00301 0.00789 15.55875 0.01258 15.739 0.046 0.190 -4.181 0.120 -0.065 0.984 436000
0.00761 0.01416 0.10609 -0.291 1.699 -0.845 -0.9914 -0.0885 -0.0126 -0.0951 11.19049 3.21240 0.00864 15.33261 0.01241 15.715 0.050 0.187 -4.180 0.122 -0.065 0.984 436100
0.00646 0.01418 0.10745 -0.285 1.572 -0.811 -0.9910 -0.0872 -0.0130 -0.1007 11.16400 3.32601 0.01039 15.48646 0.01201 15.715 0.034 0.182 -4.181 0.121 -0.065 0.984 436200
0.00557 0.01517 0.10757 -0.305 1.699 -0.796 -0.9903 -0.0890 -0.0136 -0.1057 11.11795 3.53812 0.01188 15.25903 0.01355 15.688 0.039 0.203 -4.178 0.124 -0.065 0.984 436300
0.00330 0.01518 0.10786 -0.307 1.655 -0.664 -0.9898 -0.0875 -0.0139 -0.1113 11.09014 3.65625 0.01315 15.51411 0.01289 15.700 0.034 0.197 -4.180 0.123 -0.065 0.984 436400
0.00339 0.01422 0.10785 -0.303 1.660 -0.756 -0.9891 -0.0892 -0.0146 -0.1164 11.03792 3.86807 0.01065 15.42203 0.01302 15.700 0.037 0.197 -4.180 0.123 -0.066 0.984 436500
0.00329 0.01423 0.10785 -0.363 1.609 -0.726 -0.9885 -0.0877 -0.0148 -0.1220 11.00707 3.98513 0.01072 15.55112 0.01219 15.712 0.029 0.186 -4.182 0.122 -0.066 0.984 436600
0.00338 0.01521 0.10785 -0.325 1.623 -0.828 -0.9877 -0.0893 -0.0154 -0.1271 10.95483 4.19557 0.00946 15.54880 0.01314 15.726 0.030 0.198 -4.184 0.121 -0.067 0.984 436700
0.00462 0.01522 0.10866 -0.378 1.720 -0.879 -0.9871 -0.0879 -0.0157 -0.1327 10.92295 4.31451 0.00918 15.42439 0.01205 15.720 0.027 0.182 -4.184 0.122 -0.067 0.984 436800
0.00785 0.01523 0.10825 -0.386 1.670 -0.730 -0.9863 -0.0896 -0.0163 -0.1378 10.86544 4.52318 0.01061 15.61285 0.01149 15.740 0.035 0.174 -4.187 0.120 -0.067 0.984 436900
0.00557 0.01647 0.10853 -0.357 1.550 -0.849 -0.9856 -0.0881 -0.0167 -0.1435 10.83353 4.63573 0.00922 15.47737 0.01243 15.739 0.017 0.187 -4.187 0.120 -0.067 0.984 437000
0.01208 0.01648 0.10868 -0.515 1.586 -0.815 -0.9847 -0.0900 -0.0175 -0.1484 10.76758 4.85041 0.00999 15.51126 0.01175 15.733 0.020 0.178 -4.189 0.119 -0.067 0.984 437100
0.01117 0.01649 0.11001 -0.391 1.696 -0.895 -0.9839 -0.0889 -0.0179 -0.1540 10.72960 4.96667 0.00885 15.46025 0.01238 15.736 0.015 0.186 -4.189 0.119 -0.068 0.984 437200
0.01017 0.01529 0.11113 -0.546 1.685 -0.846 -0.9829 -0.0907 -0.0187 -0.1589 10.65807 5.17314 0.00992 15.44354 0.01103 15.725 0.024 0.167 -4.189 0.120 -0.067 0.984 437300
0.00692 0.01653 0.11154 -0.426 1.787 -0.699 -0.9821 -0.0894 -0.0191 -0.1645 10.61635 5.28780 0.01229 15.25451 0.01276 15.704 0.026 0.192 -4.187 0.122 -0.067 0.984 437400
0.00714 0.01654 0.11250 -0.509 1.718 -0.761 -0.9811 -0.0912 -0.0200 -0.1696 10.53738 5.50043 0.01872 15.50508 0.01222 15.714 0.036 0.185 -4.189 0.122 -0.067 0.984 437500
0.00825 0.01655 0.11234 -0.546 1.740 -0.980 -0.9802 -0.0899 -0.0203 -0.1753 10.49369 5.61852 0.01853 15.52373 0.01359 15.725 0.034 0.203 -4.190 0.121 -0.067 0.984 437600
0.00834 0.01656 0.11233 -0.611 1.618 -0.712 -0.9791 -0.0917 -0.0211 -0.1802 10.41226 5.82966 0.01919 15.41913 0.01285 15.712 0.040 0.196 -4.190 0.121 -0.068 0.984 437700
0.00824 0.01755 0.11233 -0.589 1.656 -0.938 -0.9782 -0.0903 -0.0214 -0.1860 10.36769 5.94507 0.01917 15.54973 0.01232 15.724 0.034 0.186 -4.192 0.120 -0.068 0.984 437800
