# Wind Estimator
#
# Q = diag( 1.00000000 1.00000000 1.00000000 0.01000000 0.01000000 0.01000000 0.00000001 )
# R = diag( 0.25000000 0.25000000 0.25000000 0.25000000 0.00000400 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az q1 q2 q3 q4 vkx vky vkz va aoa u v w wx wy wz vas t
-0.01475 0.05445 0.18703 2.774 0.695 -3.022 -0.7811 -0.1164 0.0582 0.6107 3.59005 -14.60444 -0.30990 14.96538 0.01827 11.555 2.237 0.212 -1.392 -3.787 -0.462 1.271 71800
-0.01016 0.05540 0.18648 2.829 0.725 -2.888 -0.7863 -0.1197 0.0595 0.6032 3.97794 -14.51355 -0.30844 14.91582 0.02023 11.550 2.314 0.237 -1.318 -3.799 -0.468 1.269 71900
-0.01145 0.05636 0.18759 2.762 0.802 -2.771 -0.7926 -0.1176 0.0562 0.5956 4.17778 -14.46267 -0.30668 14.84212 0.01987 11.538 2.240 0.232 -1.236 -3.813 -0.461 1.268 72000
-0.00469 0.05438 0.18675 2.883 0.796 -2.782 -0.7975 -0.1210 0.0575 0.5883 4.55994 -14.36289 -0.30837 14.97615 0.01986 11.600 2.339 0.232 -1.167 -3.822 -0.468 1.266 72100
-0.00598 0.05631 0.18786 2.729 0.953 -2.859 -0.8036 -0.1190 0.0544 0.5806 4.75624 -14.30480 -0.30951 14.81750 0.02053 11.562 2.250 0.241 -1.077 -3.834 -0.464 1.265 72200
-0.00795 0.05532 0.18815 2.855 1.047 -2.775 -0.8084 -0.1227 0.0556 0.5730 5.13390 -14.18406 -0.30093 14.99527 0.01939 11.635 2.354 0.226 -1.011 -3.841 -0.469 1.264 72300
-0.01227 0.05628 0.18866 2.626 0.997 -2.701 -0.8143 -0.1204 0.0522 0.5655 5.32419 -14.12005 -0.29809 14.82621 0.01838 11.593 2.266 0.216 -0.922 -3.851 -0.458 1.262 72400
-0.01189 0.05626 0.18988 2.727 1.006 -2.820 -0.8191 -0.1238 0.0532 0.5576 5.69935 -13.98423 -0.29934 14.82416 0.01865 11.596 2.327 0.219 -0.830 -3.859 -0.458 1.260 72500
-0.01540 0.05527 0.18907 2.686 1.153 -2.948 -0.8249 -0.1214 0.0499 0.5498 5.88800 -13.90901 -0.30010 14.72902 0.01909 11.575 2.236 0.224 -0.730 -3.868 -0.448 1.258 72600
-0.01300 0.05622 0.18879 2.787 1.129 -2.827 -0.8296 -0.1246 0.0509 0.5419 6.25954 -13.76123 -0.29889 14.99501 0.01779 11.688 2.349 0.208 -0.669 -3.871 -0.453 1.257 72700
-0.01333 0.05425 0.18781 2.651 1.238 -2.848 -0.8353 -0.1221 0.0476 0.5340 6.44641 -13.68006 -0.30084 14.94594 0.01941 11.698 2.288 0.229 -0.601 -3.872 -0.452 1.256 72800
-0.00996 0.05521 0.18741 2.680 1.382 -2.796 -0.8397 -0.1256 0.0485 0.5261 6.80743 -13.51382 -0.29965 14.84151 0.02041 11.661 2.347 0.241 -0.510 -3.871 -0.457 1.254 72900
-0.01150 0.05617 0.18658 2.567 1.370 -2.853 -0.8451 -0.1231 0.0453 0.5182 6.99246 -13.42410 -0.29951 14.90879 0.02030 11.703 2.294 0.239 -0.436 -3.871 -0.456 1.253 73000
-0.00596 0.05420 0.18590 2.626 1.406 -2.833 -0.8494 -0.1268 0.0462 0.5102 7.34829 -13.24479 -0.29768 15.06952 0.02028 11.779 2.403 0.239 -0.381 -3.866 -0.467 1.252 73100
-0.00604 0.05614 0.18685 2.405 1.449 -2.864 -0.8546 -0.1245 0.0432 0.5022 7.52558 -13.14939 -0.29742 15.00319 0.01820 11.777 2.343 0.216 -0.317 -3.862 -0.463 1.251 73200
-0.00896 0.05514 0.18727 2.582 1.538 -2.808 -0.8588 -0.1282 0.0441 0.4941 7.87691 -12.95882 -0.28989 14.85010 0.02045 11.724 2.394 0.244 -0.221 -3.853 -0.466 1.249 73300
-0.01450 0.05731 0.18794 2.494 1.481 -2.777 -0.8640 -0.1254 0.0410 0.4859 8.05688 -12.85773 -0.28596 15.14437 0.01684 11.858 2.381 0.199 -0.179 -3.851 -0.463 1.248 73400
-0.01308 0.05730 0.18780 2.508 1.562 -2.929 -0.8681 -0.1287 0.0415 0.4776 8.39174 -12.64983 -0.28878 14.81430 0.01873 11.745 2.400 0.226 -0.076 -3.836 -0.460 1.246 73500
-0.01450 0.05508 0.18794 2.311 1.673 -2.859 -0.8731 -0.1258 0.0383 0.4694 8.55937 -12.54085 -0.28848 14.94677 0.01993 11.805 2.343 0.236 -0.003 -3.829 -0.457 1.245 73600
-0.01320 0.05604 0.18682 2.401 1.609 -2.715 -0.8769 -0.1293 0.0389 0.4614 8.89464 -12.32363 -0.28632 14.94971 0.01770 11.818 2.424 0.211 0.075 -3.818 -0.458 1.244 73700
-0.01243 0.05407 0.18668 2.319 1.787 -2.771 -0.8818 -0.1265 0.0358 0.4529 9.06310 -12.20627 -0.28633 14.98988 0.01676 11.854 2.368 0.200 0.142 -3.808 -0.449 1.242 73800
-0.00894 0.05503 0.18725 2.351 1.817 -2.757 -0.8855 -0.1301 0.0364 0.4446 9.38449 -11.97299 -0.27801 15.09910 0.01538 11.907 2.468 0.184 0.198 -3.798 -0.450 1.241 73900
-0.01024 0.05600 0.18639 2.174 1.856 -2.682 -0.8902 -0.1275 0.0335 0.4361 9.54850 -11.84905 -0.27685 15.18410 0.01840 11.967 2.436 0.221 0.239 -3.788 -0.451 1.240 74000
-0.00360 0.05403 0.18655 2.332 1.959 -2.792 -0.8937 -0.1311 0.0340 0.4276 9.85958 -11.60166 -0.27885 15.17652 0.01870 11.977 2.525 0.226 0.293 -3.771 -0.461 1.239 74100
-0.00478 0.05597 0.18666 2.163 1.836 -2.778 -0.8982 -0.1286 0.0312 0.4191 10.01482 -11.47186 -0.27640 15.09818 0.01833 11.967 2.456 0.222 0.356 -3.753 -0.457 1.238 74200
-0.00675 0.05497 0.18695 2.233 1.952 -2.762 -0.9016 -0.1323 0.0317 0.4107 10.31657 -11.21610 -0.26887 15.11085 0.01831 11.978 2.534 0.221 0.424 -3.732 -0.461 1.237 74300
-0.01229 0.05715 0.18762 1.995 2.082 -2.825 -0.9059 -0.1293 0.0289 0.4023 10.46667 -11.08335 -0.26508 15.20780 0.01798 12.037 2.495 0.217 0.472 -3.718 -0.459 1.236 74400
-0.01110 0.05714 0.18751 2.030 2.069 -2.749 -0.9090 -0.1330 0.0292 0.3938 10.76339 -10.81227 -0.25761 15.05423 0.01939 11.987 2.553 0.236 0.553 -3.690 -0.461 1.234 74500
-0.01337 0.05590 0.18677 2.035 2.172 -2.843 -0.9133 -0.1300 0.0264 0.3851 10.91295 -10.66714 -0.25578 14.92119 0.01804 11.947 2.458 0.218 0.647 -3.660 -0.447 1.232 74600
-0.01219 0.05588 0.18666 2.040 2.224 -2.730 -0.9164 -0.1333 0.0266 0.3765 11.19462 -10.38606 -0.25623 14.98768 0.01662 11.975 2.524 0.200 0.732 -3.632 -0.443 1.231 74700
-0.01022 0.05488 0.18636 1.971 2.216 -2.774 -0.9204 -0.1302 0.0239 0.3679 11.33487 -10.24045 -0.25757 15.09338 0.01763 12.040 2.476 0.213 0.793 -3.610 -0.438 1.230 74800
-0.00686 0.05585 0.18596 2.038 2.219 -2.752 -0.9233 -0.1338 0.0240 0.3593 11.60633 -9.94802 -0.24728 15.19040 0.01914 12.092 2.573 0.233 0.847 -3.587 -0.446 1.229 74900
-0.00829 0.05705 0.18610 1.770 2.258 -2.796 -0.9271 -0.1309 0.0214 0.3506 11.73784 -9.79550 -0.24674 15.05210 0.01850 12.057 2.493 0.226 0.917 -3.557 -0.439 1.227 75000
-0.00140 0.05483 0.18622 1.819 2.365 -2.733 -0.9297 -0.1348 0.0217 0.3420 11.99679 -9.48873 -0.24602 15.24940 0.01609 12.139 2.605 0.195 0.962 -3.536 -0.442 1.226 75100
-0.00282 0.05798 0.18637 1.693 2.446 -2.817 -0.9334 -0.1321 0.0193 0.3330 12.13238 -9.32961 -0.24599 15.26935 0.01751 12.177 2.565 0.214 1.005 -3.514 -0.442 1.226 75200
-0.00455 0.05479 0.18662 1.852 2.493 -2.887 -0.9359 -0.1360 0.0194 0.3244 12.38354 -9.01557 -0.23930 15.05957 0.01664 12.103 2.612 0.205 1.085 -3.472 -0.440 1.224 75300
-0.01117 0.05696 0.18842 1.689 2.423 -2.785 -0.9394 -0.1328 0.0169 0.3156 12.50488 -8.85195 -0.23780 15.24459 0.01549 12.190 2.577 0.189 1.132 -3.449 -0.434 1.223 75400
-0.00974 0.05695 0.18827 1.834 2.663 -2.817 -0.9418 -0.1364 0.0169 0.3068 12.74149 -8.52607 -0.23788 15.06384 0.01691 12.131 2.625 0.209 1.211 -3.403 -0.434 1.221 75500
-0.01323 0.05570 0.18770 1.450 2.557 -2.799 -0.9452 -0.1330 0.0144 0.2979 12.85781 -8.35553 -0.23721 15.25676 0.01775 12.221 2.591 0.217 1.257 -3.378 -0.435 1.220 75600
-0.01109 0.05691 0.18745 1.601 2.536 -2.832 -0.9474 -0.1364 0.0142 0.2893 13.08198 -8.02230 -0.23711 15.11128 0.01722 12.177 2.649 0.213 1.328 -3.334 -0.437 1.219 75700
-0.00913 0.05469 0.18714 1.599 2.486 -2.834 -0.9505 -0.1330 0.0118 0.2807 13.19333 -7.85418 -0.23852 15.18916 0.01582 12.225 2.602 0.195 1.384 -3.300 -0.431 1.218 75800
-0.00577 0.05565 0.18674 1.434 2.610 -2.683 -0.9525 -0.1367 0.0117 0.2720 13.39828 -7.51291 -0.22956 15.28856 0.01656 12.272 2.701 0.204 1.430 -3.268 -0.437 1.217 75900
-0.00695 0.05684 0.18684 1.283 2.627 -2.737 -0.9554 -0.1335 0.0094 0.2631 13.50140 -7.34016 -0.22544 15.27493 0.01724 12.291 2.649 0.213 1.477 -3.236 -0.435 1.216 76000
0.00174 0.05463 0.18575 1.491 2.661 -2.918 -0.9572 -0.1375 0.0094 0.2545 13.70438 -6.98921 -0.22858 15.21992 0.01831 12.280 2.724 0.228 1.536 -3.189 -0.443 1.214 76100
-0.00052 0.05777 0.18698 1.234 2.639 -2.822 -0.9599 -0.1347 0.0074 0.2456 13.80206 -6.80486 -0.22800 15.24367 0.01596 12.306 2.670 0.198 1.589 -3.151 -0.438 1.213 76200
-0.00345 0.05556 0.18740 1.274 2.767 -2.848 -0.9616 -0.1387 0.0072 0.2367 13.98514 -6.44599 -0.22866 15.18436 0.01749 12.291 2.732 0.218 1.653 -3.098 -0.444 1.211 76300
-0.00996 0.05773 0.18820 1.218 2.736 -2.799 -0.9643 -0.1354 0.0051 0.2275 14.07801 -6.25860 -0.22625 15.25904 0.01515 12.340 2.681 0.188 1.704 -3.059 -0.439 1.210 76400
-0.00878 0.05675 0.18808 1.129 2.898 -2.747 -0.9659 -0.1391 0.0044 0.2185 14.24028 -5.88761 -0.22502 15.17295 0.01511 12.310 2.741 0.189 1.766 -3.006 -0.438 1.209 76500
-0.00997 0.05673 0.18819 1.085 2.757 -2.819 -0.9685 -0.1355 0.0023 0.2091 14.32325 -5.69525 -0.22727 15.23901 0.01669 12.357 2.682 0.207 1.817 -2.963 -0.436 1.208 76600
-0.00878 0.05673 0.18806 1.148 2.988 -2.667 -0.9698 -0.1393 0.0017 0.2004 14.48036 -5.31972 -0.21881 15.18591 0.01623 12.342 2.757 0.203 1.876 -2.908 -0.437 1.206 76700
-0.00912 0.05548 0.18708 0.937 2.861 -2.766 -0.9722 -0.1357 -0.0004 0.1909 14.55010 -5.12240 -0.21608 15.38426 0.01699 12.439 2.731 0.211 1.907 -2.879 -0.439 1.205 76800
-0.00576 0.05668 0.18668 1.047 2.874 -2.843 -0.9733 -0.1394 -0.0007 0.1822 14.69001 -4.74262 -0.21786 15.33675 0.01646 12.435 2.816 0.207 1.948 -2.834 -0.447 1.204 76900
-0.00707 0.05860 0.18581 1.021 2.846 -2.721 -0.9755 -0.1359 -0.0026 0.1732 14.76339 -4.54887 -0.21583 15.24262 0.01662 12.419 2.745 0.209 1.999 -2.780 -0.443 1.203 77000
0.00054 0.05445 0.18584 0.732 2.917 -2.861 -0.9764 -0.1398 -0.0033 0.1644 14.88498 -4.15844 -0.21848 15.26708 0.01852 12.427 2.826 0.232 2.049 -2.723 -0.452 1.202 77100
-0.00052 0.05760 0.18692 0.757 2.896 -2.728 -0.9784 -0.1367 -0.0051 0.1550 14.94578 -3.95684 -0.21646 15.24044 0.01464 12.438 2.758 0.183 2.099 -2.671 -0.444 1.200 77200
-0.00346 0.05539 0.18733 0.658 3.114 -2.659 -0.9792 -0.1407 -0.0058 0.1461 15.05273 -3.56550 -0.20866 15.26111 0.01467 12.448 2.838 0.184 2.147 -2.614 -0.444 1.199 77300
-0.00885 0.05854 0.18922 0.561 2.807 -2.827 -0.9811 -0.1371 -0.0076 0.1366 15.10566 -3.36515 -0.20748 15.37473 0.01634 12.519 2.793 0.205 2.180 -2.575 -0.445 1.198 77400
-0.00782 0.05756 0.18789 0.579 3.032 -2.745 -0.9817 -0.1407 -0.0086 0.1277 15.19610 -2.96521 -0.20593 15.41924 0.01533 12.545 2.896 0.194 2.211 -2.533 -0.451 1.197 77500
-0.00998 0.05656 0.18812 0.571 2.953 -2.767 -0.9834 -0.1370 -0.0104 0.1182 15.23783 -2.76083 -0.20705 15.28261 0.01630 12.514 2.813 0.207 2.254 -2.475 -0.447 1.196 77600
-0.00879 0.05655 0.18800 0.533 2.985 -2.774 -0.9840 -0.1406 -0.0113 0.1092 15.31485 -2.35828 -0.20654 15.32605 0.01489 12.531 2.894 0.188 2.295 -2.419 -0.449 1.195 77700
-0.00901 0.05653 0.18798 0.455 2.927 -2.866 -0.9855 -0.1368 -0.0131 0.0997 15.35157 -2.14902 -0.20757 15.09307 0.01687 12.460 2.781 0.214 2.354 -2.336 -0.440 1.193 77800
-0.00444 0.05653 0.18742 0.372 2.969 -2.654 -0.9858 -0.1405 -0.0141 0.0908 15.41389 -1.74577 -0.19883 15.39180 0.01470 12.574 2.903 0.184 2.386 -2.292 -0.444 1.192 77900
-0.00684 0.05846 0.18769 0.296 3.061 -2.683 -0.9871 -0.1368 -0.0157 0.0813 15.44160 -1.53740 -0.19458 15.25794 0.01604 12.552 2.827 0.204 2.426 -2.230 -0.437 1.191 78000
0.00200 0.05528 0.18780 0.193 3.092 -2.732 -0.9873 -0.1407 -0.0168 0.0723 15.48345 -1.12707 -0.19496 15.45011 0.01490 12.628 2.943 0.188 2.449 -2.189 -0.443 1.190 78100
-0.00040 0.05843 0.18806 0.190 2.982 -2.847 -0.9884 -0.1373 -0.0184 0.0630 15.50174 -0.91546 -0.19667 15.42370 0.01504 12.646 2.896 0.192 2.474 -2.145 -0.442 1.189 78200
-0.00321 0.05647 0.18944 0.141 3.083 -2.738 -0.9883 -0.1413 -0.0195 0.0539 15.53113 -0.50575 -0.18825 15.55373 0.01419 12.703 3.014 0.181 2.490 -2.110 -0.450 1.188 78300
-0.00876 0.05840 0.19012 0.189 3.007 -2.840 -0.9893 -0.1375 -0.0209 0.0444 15.54336 -0.29537 -0.18701 15.46177 0.01761 12.696 2.951 0.226 2.513 -2.061 -0.453 1.187 78400
-0.00638 0.05741 0.18983 -0.126 3.131 -2.751 -0.9891 -0.1409 -0.0222 0.0356 15.55608 0.10901 -0.18507 15.29225 0.01448 12.624 2.998 0.185 2.553 -1.983 -0.450 1.186 78500
-0.00782 0.05836 0.18997 0.005 3.047 -2.764 -0.9900 -0.1369 -0.0234 0.0260 15.56010 0.31687 -0.18394 15.38325 0.01410 12.679 2.938 0.180 2.583 -1.925 -0.443 1.185 78600
-0.00653 0.05738 0.18885 -0.182 3.152 -2.729 -0.9896 -0.1404 -0.0249 0.0172 15.55395 0.72826 -0.17833 15.18030 0.01641 12.599 2.976 0.211 2.627 -1.832 -0.441 1.183 78700
-0.00458 0.05736 0.18855 -0.137 3.075 -2.747 -0.9903 -0.1364 -0.0263 0.0076 15.54558 0.93841 -0.17554 15.53058 0.01473 12.755 2.970 0.187 2.643 -1.801 -0.439 1.182 78800
-0.00243 0.05638 0.18829 -0.251 3.136 -2.749 -0.9897 -0.1402 -0.0277 -0.0011 15.52720 1.35241 -0.16911 15.29958 0.01449 12.675 3.027 0.187 2.675 -1.724 -0.437 1.181 78900
-0.00459 0.05830 0.18853 -0.234 3.130 -2.679 -0.9902 -0.1365 -0.0289 -0.0105 15.51176 1.56419 -0.16563 15.39032 0.01563 12.725 2.980 0.200 2.699 -1.667 -0.433 1.180 79000
0.00301 0.05635 0.18855 -0.414 3.171 -2.733 -0.9894 -0.1403 -0.0303 -0.0194 15.47574 1.97414 -0.16648 15.27640 0.01620 12.682 3.036 0.208 2.729 -1.586 -0.435 1.178 79100
0.00182 0.05949 0.18866 -0.509 2.999 -2.745 -0.9897 -0.1369 -0.0315 -0.0289 15.45449 2.18660 -0.16427 15.55035 0.01655 12.811 3.026 0.211 2.740 -1.552 -0.440 1.178 79200
-0.00110 0.05730 0.18907 -0.544 3.160 -2.779 -0.9887 -0.1410 -0.0331 -0.0379 15.39670 2.60559 -0.15997 15.36642 0.01472 12.747 3.092 0.191 2.762 -1.480 -0.442 1.176 79300
-0.00785 0.06044 0.18991 -0.514 3.128 -2.733 -0.9888 -0.1373 -0.0342 -0.0477 15.36613 2.82178 -0.15659 15.31529 0.01453 12.744 3.013 0.187 2.786 -1.406 -0.433 1.175 79400
-0.00764 0.05824 0.18991 -0.510 3.192 -2.845 -0.9878 -0.1407 -0.0359 -0.0569 15.29538 3.23632 -0.15712 15.40186 0.01557 12.781 3.100 0.200 2.802 -1.340 -0.438 1.174 79500
-0.01102 0.05943 0.19031 -0.731 3.126 -2.785 -0.9877 -0.1365 -0.0368 -0.0667 15.25561 3.44709 -0.15686 15.23142 0.01422 12.736 2.997 0.184 2.828 -1.254 -0.426 1.172 79600
-0.00863 0.05822 0.19002 -0.705 3.104 -2.707 -0.9865 -0.1398 -0.0387 -0.0754 15.16622 3.85389 -0.14986 15.54519 0.01508 12.858 3.136 0.193 2.835 -1.213 -0.436 1.172 79700
-0.00802 0.05941 0.18891 -0.872 3.040 -2.758 -0.9863 -0.1356 -0.0396 -0.0852 15.11578 4.06318 -0.14785 15.55227 0.01495 12.893 3.096 0.194 2.843 -1.176 -0.436 1.171 79800
-0.00344 0.05819 0.18835 -0.852 3.010 -2.752 -0.9849 -0.1392 -0.0414 -0.0940 15.01385 4.46991 -0.14638 15.34154 0.01536 12.811 3.147 0.200 2.857 -1.095 -0.437 1.169 79900
-0.00464 0.06035 0.18845 -0.850 2.966 -2.629 -0.9845 -0.1353 -0.0423 -0.1035 14.95845 4.67859 -0.14355 15.69486 0.01528 12.969 3.160 0.197 2.860 -1.077 -0.443 1.169 80000
0.00079 0.05719 0.18876 -1.027 3.122 -2.703 -0.9829 -0.1389 -0.0443 -0.1124 14.83460 5.08331 -0.14416 15.47391 0.01605 12.893 3.226 0.210 2.866 -1.007 -0.450 1.168 80100
0.00068 0.06033 0.18972 -1.040 3.032 -2.729 -0.9822 -0.1352 -0.0451 -0.1220 14.76956 5.29078 -0.14391 15.63325 0.01536 12.974 3.202 0.199 2.870 -0.971 -0.452 1.167 80200
-0.00226 0.05717 0.19012 -1.116 3.041 -2.781 -0.9805 -0.1388 -0.0472 -0.1307 14.63242 5.68562 -0.13656 15.56038 0.01353 12.950 3.287 0.178 2.874 -0.913 -0.454 1.166 80300
-0.00879 0.06031 0.19092 -1.119 3.009 -2.750 -0.9797 -0.1346 -0.0478 -0.1404 14.56201 5.88769 -0.13563 15.54464 0.01562 12.968 3.223 0.204 2.878 -0.854 -0.452 1.165 80400
-0.00641 0.05715 0.19063 -1.295 2.994 -2.735 -0.9779 -0.1377 -0.0501 -0.1488 14.40363 6.27746 -0.13636 15.48033 0.01565 12.936 3.300 0.205 2.882 -0.780 -0.455 1.164 80500
-0.00786 0.05810 0.19077 -1.296 2.826 -2.731 -0.9770 -0.1335 -0.0506 -0.1585 14.31817 6.47495 -0.13423 15.41594 0.01448 12.929 3.215 0.189 2.889 -0.704 -0.445 1.163 80600
-0.00656 0.05712 0.18964 -1.480 2.914 -2.584 -0.9750 -0.1367 -0.0526 -0.1670 14.14701 6.86169 -0.12657 15.48890 0.01399 12.950 3.318 0.182 2.892 -0.636 -0.445 1.162 80700
-0.00583 0.05807 0.18950 -1.399 2.787 -2.775 -0.9739 -0.1325 -0.0531 -0.1764 14.06040 7.05947 -0.12578 15.58970 0.01453 13.019 3.281 0.190 2.893 -0.590 -0.443 1.161 80800
-0.00246 0.05613 0.18909 -1.474 2.902 -2.785 -0.9717 -0.1359 -0.0554 -0.1849 13.87368 7.44047 -0.12574 15.56741 0.01331 13.012 3.376 0.175 2.892 -0.531 -0.445 1.160 80900
-0.00464 0.05927 0.18932 -1.528 2.738 -2.776 -0.9704 -0.1319 -0.0558 -0.1944 13.77159 7.63556 -0.12606 15.69036 0.01455 13.083 3.353 0.191 2.890 -0.496 -0.448 1.159 81000
0.00311 0.05708 0.19055 -1.653 2.723 -2.672 -0.9681 -0.1352 -0.0581 -0.2028 13.57690 8.00426 -0.11692 15.51651 0.01145 13.014 3.417 0.152 2.887 -0.424 -0.443 1.158 81100
0.00191 0.06022 0.19066 -1.666 2.675 -2.765 -0.9665 -0.1314 -0.0584 -0.2124 13.47174 8.19036 -0.11485 15.68349 0.01195 13.101 3.384 0.157 2.885 -0.385 -0.439 1.157 81200
-0.00006 0.05608 0.19094 -1.806 2.811 -2.707 -0.9640 -0.1349 -0.0610 -0.2207 13.25044 8.55930 -0.11483 15.48106 0.01364 13.021 3.446 0.181 2.876 -0.302 -0.440 1.156 81300
-0.00549 0.06020 0.19259 -1.672 2.550 -2.751 -0.9623 -0.1309 -0.0612 -0.2304 13.13573 8.74370 -0.11314 15.42878 0.01406 13.016 3.353 0.185 2.869 -0.220 -0.433 1.154 81400
-0.00407 0.05801 0.19242 -1.750 2.732 -2.701 -0.9596 -0.1341 -0.0637 -0.2389 12.90646 9.10097 -0.11526 15.59485 0.01358 13.081 3.463 0.178 2.861 -0.161 -0.440 1.154 81500
-0.00770 0.05919 0.19285 -1.909 2.546 -2.721 -0.9578 -0.1299 -0.0638 -0.2485 12.78720 9.28065 -0.11687 15.46558 0.01450 13.058 3.371 0.192 2.851 -0.086 -0.436 1.152 81600
-0.00411 0.05799 0.19240 -1.992 2.583 -2.744 -0.9551 -0.1326 -0.0663 -0.2566 12.54716 9.61795 -0.10925 15.76145 0.01319 13.170 3.519 0.173 2.843 -0.056 -0.447 1.152 81700
-0.00337 0.05917 0.19225 -1.928 2.601 -2.677 -0.9530 -0.1287 -0.0664 -0.2661 12.40898 9.80475 -0.10456 15.70488 0.01338 13.181 3.482 0.178 2.835 -0.017 -0.447 1.151 81800
0.00094 0.05796 0.19171 -2.163 2.587 -2.682 -0.9501 -0.1316 -0.0690 -0.2742 12.15308 10.13599 -0.10650 15.70336 0.01225 13.174 3.584 0.163 2.822 0.031 -0.452 1.150 81900
-0.00340 0.06012 0.19223 -2.036 2.484 -2.699 -0.9478 -0.1279 -0.0690 -0.2837 12.01281 10.31456 -0.10568 15.59694 0.01291 13.157 3.507 0.172 2.807 0.095 -0.447 1.149 82000
0.00540 0.05794 0.19209 -2.172 2.406 -2.676 -0.9447 -0.1310 -0.0719 -0.2919 11.74089 10.63629 -0.09861 15.64308 0.01193 13.166 3.602 0.158 2.791 0.154 -0.449 1.148 82100
0.00219 0.06133 0.19370 -2.192 2.291 -2.729 -0.9421 -0.1276 -0.0720 -0.3016 11.58743 10.80842 -0.09578 15.64909 0.01271 13.193 3.542 0.169 2.776 0.208 -0.446 1.147 82200
0.00118 0.05914 0.19385 -2.336 2.382 -2.761 -0.9387 -0.1307 -0.0748 -0.3100 11.30505 11.12363 -0.09661 15.50706 0.01483 13.137 3.590 0.198 2.749 0.292 -0.451 1.146 82300
-0.00618 0.06228 0.19575 -2.247 2.340 -2.709 -0.9360 -0.1269 -0.0746 -0.3198 11.14447 11.29269 -0.09548 15.52073 0.01448 13.162 3.512 0.192 2.728 0.365 -0.447 1.144 82400
-0.00502 0.06010 0.19562 -2.335 2.206 -2.581 -0.9325 -0.1295 -0.0775 -0.3282 10.84544 11.59424 -0.09882 15.76322 0.01296 13.258 3.639 0.171 2.712 0.402 -0.458 1.144 82500
-0.00935 0.06226 0.19615 -2.491 2.250 -2.697 -0.9295 -0.1255 -0.0772 -0.3382 10.68013 11.75636 -0.09614 15.61214 0.01313 13.233 3.552 0.176 2.690 0.461 -0.454 1.143 82600
-0.00721 0.06008 0.19590 -2.523 2.347 -2.850 -0.9257 -0.1280 -0.0802 -0.3467 10.36797 12.04739 -0.09142 15.67316 0.01573 13.255 3.640 0.210 2.665 0.516 -0.465 1.142 82700
-0.00757 0.06127 0.19492 -2.497 2.109 -2.763 -0.9225 -0.1239 -0.0799 -0.3568 10.19193 12.20006 -0.08755 15.73863 0.01416 13.307 3.587 0.189 2.649 0.555 -0.465 1.141 82800
-0.00204 0.06007 0.19423 -2.460 2.102 -2.634 -0.9186 -0.1264 -0.0829 -0.3652 9.86980 12.47689 -0.08858 15.79025 0.01453 13.332 3.686 0.195 2.628 0.593 -0.475 1.140 82900
-0.00638 0.06224 0.19476 -2.557 2.042 -2.717 -0.9150 -0.1225 -0.0826 -0.3753 9.68890 12.62367 -0.08636 15.81909 0.01233 13.372 3.631 0.166 2.614 0.624 -0.472 1.140 83000
0.00011 0.06006 0.19395 -2.649 1.989 -2.795 -0.9110 -0.1250 -0.0857 -0.3836 9.35401 12.88742 -0.08945 15.76438 0.01439 13.353 3.705 0.195 2.586 0.672 -0.479 1.139 83100
-0.00109 0.06321 0.19407 -2.713 1.859 -2.816 -0.9071 -0.1213 -0.0853 -0.3938 9.16857 13.02343 -0.08813 15.73920 0.01250 13.368 3.620 0.168 2.563 0.720 -0.472 1.138 83200
-0.00323 0.06127 0.19315 -2.888 1.909 -2.746 -0.9028 -0.1238 -0.0884 -0.4023 8.82440 13.27352 -0.08827 15.67214 0.01267 13.341 3.674 0.171 2.528 0.782 -0.471 1.137 83300
-0.00959 0.06440 0.19518 -2.815 1.730 -2.769 -0.8987 -0.1198 -0.0878 -0.4125 8.62978 13.40409 -0.08745 15.86047 0.01290 13.444 3.629 0.173 2.513 0.810 -0.471 1.136 83400
-0.00745 0.06223 0.19493 -2.864 1.730 -2.859 -0.8942 -0.1220 -0.0910 -0.4210 8.26798 13.64415 -0.09682 15.79960 0.01370 13.429 3.699 0.186 2.482 0.855 -0.478 1.135 83500
-0.01292 0.06317 0.19439 -2.808 1.746 -2.737 -0.8900 -0.1178 -0.0903 -0.4312 8.06721 13.77056 -0.09854 15.82759 0.01184 13.469 3.629 0.160 2.459 0.893 -0.474 1.135 83600
-0.00958 0.06222 0.19399 -2.953 1.685 -2.692 -0.8851 -0.1197 -0.0932 -0.4399 7.70162 13.98541 -0.09853 15.89781 0.01351 13.501 3.712 0.183 2.434 0.925 -0.483 1.134 83700
-0.00982 0.06316 0.19399 -2.894 1.592 -2.670 -0.8807 -0.1154 -0.0924 -0.4501 7.49982 14.09993 -0.09738 15.76982 0.01276 13.483 3.603 0.174 2.402 0.974 -0.474 1.133 83800
-0.00429 0.06220 0.19331 -3.177 1.628 -2.715 -0.8757 -0.1175 -0.0957 -0.4585 7.12446 14.30410 -0.09720 15.64230 0.01337 13.428 3.631 0.182 2.353 1.044 -0.470 1.131 83900
-0.00683 0.06534 0.19263 -3.038 1.452 -2.714 -0.8708 -0.1136 -0.0949 -0.4689 6.91487 14.40972 -0.09748 15.66541 0.01401 13.463 3.521 0.190 2.313 1.103 -0.461 1.130 84000
