# Wind Estimator
#
# Q = diag( 1.00000000 1.00000000 1.00000000 0.01000000 0.01000000 0.01000000 0.00000001 )
# R = diag( 0.25000000 0.25000000 0.25000000 0.25000000 0.00000400 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az q1 q2 q3 q4 vkx vky vkz va aoa u v w wx wy wz vas t
-0.00093 -0.00438 -0.00062 -0.015 -0.022 0.338 0.9974 0.0379 -0.0089 0.0613 -0.00169 -0.00257 0.02095 0.00000 0.00044 -0.039 -0.004 -0.104 0.024 0.009 -0.033 0.719 12200
-0.00093 -0.00438 -0.00062 0.016 0.058 0.288 0.9974 0.0380 -0.0091 0.0613 0.00042 -0.00153 0.02062 0.00000 -0.00041 0.014 -0.003 0.316 -0.003 0.012 -0.115 0.715 12300
-0.00093 -0.00438 -0.00062 0.161 -0.023 0.332 0.9973 0.0380 -0.0094 0.0614 0.00068 -0.00288 0.02169 0.01879 -0.00063 -0.052 -0.004 -0.090 0.041 0.011 -0.040 0.707 12400
-0.00093 -0.00438 -0.00062 -0.044 -0.083 0.279 0.9973 0.0380 -0.0096 0.0614 0.00074 -0.00342 0.02075 0.04412 0.00065 -0.007 0.000 0.326 0.018 0.010 -0.126 0.703 12500
-0.00105 -0.00438 -0.00158 0.007 -0.020 0.345 0.9973 0.0380 -0.0098 0.0615 0.00088 -0.00327 0.01903 0.04558 -0.00130 0.101 -0.002 -0.073 -0.084 -0.007 -0.055 0.692 12600
-0.00104 -0.00437 -0.00158 0.087 -0.045 0.249 0.9973 0.0381 -0.0099 0.0616 0.00346 -0.00415 0.01837 0.00000 0.00003 0.056 -0.005 0.275 -0.050 0.004 -0.122 0.689 12700
-0.00104 -0.00437 -0.00158 -0.010 0.013 0.200 0.9973 0.0381 -0.0101 0.0616 0.00339 -0.00242 0.01731 0.00000 -0.00139 -0.005 -0.003 -0.090 -0.003 0.006 -0.059 0.682 12800
-0.00104 -0.00437 -0.00158 0.069 -0.029 0.277 0.9973 0.0381 -0.0102 0.0617 0.00580 -0.00163 0.01794 0.09392 0.00088 0.003 -0.005 0.285 0.005 0.013 -0.122 0.679 12900
-0.00103 -0.00338 -0.00158 0.060 0.036 0.303 0.9973 0.0381 -0.0103 0.0617 0.00525 -0.00197 0.01762 0.00802 0.00101 -0.045 -0.005 -0.096 0.040 0.013 -0.045 0.672 13000
-0.00187 -0.00435 -0.00048 0.042 0.015 0.259 0.9973 0.0381 -0.0104 0.0617 0.00389 -0.00103 0.01743 0.08677 -0.00029 0.002 -0.002 0.310 0.013 0.014 -0.126 0.667 13100
-0.00187 -0.00435 -0.00048 0.056 0.028 0.305 0.9973 0.0380 -0.0106 0.0618 0.00404 -0.00104 0.01808 0.01605 0.00010 -0.054 -0.004 -0.079 0.048 0.014 -0.051 0.659 13200
-0.00187 -0.00435 -0.00048 0.018 -0.044 0.137 0.9973 0.0380 -0.0107 0.0618 0.00463 0.00010 0.01480 0.00000 -0.00051 -0.005 -0.001 0.333 0.022 0.015 -0.140 0.655 13300
-0.00187 -0.00434 -0.00048 0.043 -0.017 0.198 0.9973 0.0379 -0.0108 0.0618 0.00509 -0.00229 0.01480 0.00000 -0.00192 0.048 -0.004 0.160 -0.030 0.009 -0.135 0.645 13400
-0.00186 -0.00433 -0.00048 0.059 0.018 0.227 0.9973 0.0379 -0.0109 0.0618 0.00603 -0.00295 0.01598 0.26709 -0.00274 0.006 -0.005 -0.107 -0.007 0.006 -0.049 0.642 13500
-0.00186 -0.00433 -0.00048 -0.030 -0.079 0.187 0.9973 0.0379 -0.0111 0.0618 0.00563 -0.00399 0.01496 0.00000 -0.00022 -0.005 -0.004 0.294 0.013 0.012 -0.131 0.639 13600
-0.00185 -0.00530 -0.00048 -0.013 -0.034 0.109 0.9973 0.0379 -0.0112 0.0618 0.00524 -0.00352 0.01324 0.00000 0.00020 0.106 -0.003 -0.105 -0.088 -0.009 -0.041 0.629 13700
-0.00185 -0.00529 -0.00048 0.009 -0.030 0.214 0.9973 0.0379 -0.0114 0.0618 0.00479 -0.00205 0.01431 0.03917 0.00007 0.043 0.002 0.307 -0.038 0.002 -0.133 0.625 13800
-0.00185 -0.00529 -0.00048 -0.003 -0.034 0.293 0.9973 0.0378 -0.0115 0.0618 0.00498 -0.00126 0.01513 0.00539 -0.00086 -0.017 0.001 -0.074 0.011 0.003 -0.059 0.617 13900
-0.00185 -0.00528 -0.00048 0.085 -0.018 0.293 0.9973 0.0378 -0.0117 0.0618 0.00550 -0.00119 0.01612 0.03230 0.00100 0.021 0.001 0.307 -0.007 0.007 -0.137 0.613 14000
-0.00172 -0.00430 0.00049 0.115 0.013 0.150 0.9973 0.0378 -0.0118 0.0618 0.00550 -0.00145 0.01417 0.00000 0.00004 -0.042 -0.000 -0.087 0.038 0.008 -0.053 0.606 14100
-0.00171 -0.00429 0.00049 0.045 0.057 0.200 0.9973 0.0377 -0.0120 0.0618 0.00608 -0.00323 0.01373 0.00000 -0.00148 0.008 -0.004 0.324 0.010 0.014 -0.143 0.601 14200
-0.00184 -0.00428 -0.00048 0.036 -0.004 0.223 0.9973 0.0377 -0.0121 0.0618 0.00695 -0.00112 0.01294 0.00000 -0.00086 -0.048 -0.003 -0.068 0.045 0.012 -0.063 0.592 14300
-0.00183 -0.00428 -0.00048 0.105 -0.029 0.136 0.9973 0.0377 -0.0121 0.0618 0.00913 -0.00149 0.01076 0.00000 -0.00006 -0.003 0.003 0.335 0.025 0.010 -0.155 0.588 14400
-0.00183 -0.00427 -0.00048 -0.011 -0.114 0.175 0.9973 0.0376 -0.0122 0.0617 0.00899 -0.00298 0.01246 0.00000 0.00001 0.107 0.001 -0.058 -0.082 -0.010 -0.077 0.577 14500
-0.00183 -0.00426 -0.00048 0.060 0.033 0.212 0.9973 0.0376 -0.0123 0.0617 0.00662 -0.00229 0.01244 0.10967 0.00147 0.072 0.003 0.215 -0.060 -0.003 -0.124 0.574 14600
-0.00266 -0.00425 0.00061 0.059 -0.004 0.133 0.9973 0.0376 -0.0124 0.0617 0.00609 -0.00244 0.01148 0.00000 -0.00116 0.016 0.001 -0.103 -0.017 -0.001 -0.059 0.569 14700
-0.00169 -0.00424 0.00048 0.110 -0.022 0.117 0.9973 0.0375 -0.0124 0.0617 0.00838 -0.00142 0.01043 0.00000 -0.00026 0.006 0.002 0.287 0.005 0.006 -0.126 0.565 14800
-0.00169 -0.00423 0.00048 0.149 -0.039 0.120 0.9973 0.0375 -0.0125 0.0616 0.00804 -0.00178 0.01020 0.00000 -0.00114 -0.038 0.002 -0.084 0.040 0.005 -0.054 0.557 14900
-0.00168 -0.00422 0.00048 0.019 0.011 0.127 0.9973 0.0375 -0.0126 0.0616 0.00771 -0.00273 0.00999 0.00000 -0.00186 0.012 0.000 0.307 0.008 0.008 -0.135 0.552 15000
-0.00181 -0.00422 -0.00049 0.223 0.081 0.188 0.9973 0.0375 -0.0127 0.0616 0.00995 -0.00257 0.01201 0.11959 -0.00062 -0.042 -0.002 -0.047 0.046 0.011 -0.068 0.545 15100
-0.00277 -0.00421 -0.00036 0.034 -0.040 0.126 0.9973 0.0375 -0.0127 0.0615 0.00754 -0.00241 0.01024 0.00000 0.00061 -0.011 0.000 0.333 0.030 0.012 -0.153 0.541 15200
-0.00276 -0.00420 -0.00037 0.095 -0.025 0.150 0.9973 0.0374 -0.0128 0.0615 0.00969 -0.00393 0.01122 0.00000 0.00029 0.097 -0.002 -0.040 -0.071 -0.005 -0.088 0.530 15300
-0.00276 -0.00418 -0.00037 0.118 -0.072 0.023 0.9973 0.0374 -0.0128 0.0614 0.01091 -0.00453 0.00940 0.00000 0.00007 0.065 -0.003 0.236 -0.049 0.000 -0.137 0.527 15400
-0.00275 -0.00417 -0.00037 0.165 0.007 0.160 0.9973 0.0373 -0.0128 0.0614 0.01022 -0.00304 0.00894 0.00000 0.00053 0.005 0.000 -0.077 -0.000 0.001 -0.077 0.520 15500
-0.00275 -0.00416 -0.00037 0.068 -0.118 0.117 0.9973 0.0373 -0.0128 0.0613 0.00920 -0.00508 0.00763 0.03976 0.00018 0.007 -0.000 0.280 0.007 0.004 -0.137 0.517 15600
-0.00177 -0.00415 -0.00050 0.077 -0.073 0.145 0.9973 0.0373 -0.0128 0.0613 0.00977 -0.00356 0.00859 0.05173 -0.00095 -0.033 0.003 -0.058 0.038 0.001 -0.071 0.509 15700
-0.00176 -0.00512 -0.00050 0.146 -0.142 0.082 0.9973 0.0373 -0.0129 0.0612 0.01067 -0.00555 0.00769 0.01415 -0.00291 0.010 0.006 0.307 0.014 -0.001 -0.147 0.506 15800
-0.00273 -0.00413 -0.00037 0.125 -0.078 0.064 0.9973 0.0374 -0.0129 0.0612 0.01150 -0.00623 0.00760 0.07446 -0.00020 -0.039 0.005 -0.042 0.047 -0.003 -0.080 0.497 15900
-0.00175 -0.00412 -0.00050 0.111 -0.016 0.145 0.9973 0.0374 -0.0129 0.0612 0.01050 -0.00587 0.00826 0.18131 -0.00105 -0.011 0.003 0.296 0.032 0.004 -0.151 0.495 16000
-0.00174 -0.00411 -0.00050 0.121 -0.018 0.138 0.9973 0.0374 -0.0129 0.0613 0.01094 -0.00361 0.00798 0.00000 -0.00035 -0.047 0.004 -0.042 0.055 0.003 -0.085 0.486 16100
-0.00173 -0.00410 -0.00050 0.030 -0.062 0.130 0.9973 0.0375 -0.0130 0.0613 0.00915 -0.00382 0.00892 0.00000 -0.00097 -0.021 0.006 0.315 0.041 0.006 -0.160 0.483 16200
-0.00173 -0.00409 -0.00050 0.025 -0.014 0.179 0.9973 0.0375 -0.0130 0.0613 0.00943 -0.00473 0.00951 0.00000 -0.00113 0.090 0.002 -0.025 -0.064 -0.008 -0.101 0.471 16300
-0.00172 -0.00407 -0.00050 0.100 0.010 0.136 0.9973 0.0375 -0.0130 0.0613 0.00974 -0.00169 0.00823 0.00000 -0.00187 0.078 0.004 0.091 -0.062 -0.007 -0.101 0.470 16400
-0.00172 -0.00406 -0.00050 0.111 -0.012 0.118 0.9973 0.0374 -0.0130 0.0614 0.01143 -0.00166 0.00755 0.10659 0.00081 0.055 -0.015 -0.145 -0.047 0.007 -0.040 0.468 16500
-0.00172 -0.00405 -0.00050 0.098 -0.159 0.220 0.9973 0.0374 -0.0130 0.0614 0.00978 -0.00379 0.00862 0.00000 0.00075 0.019 -0.014 0.245 -0.010 0.013 -0.094 0.463 16600
-0.39951 0.28401 0.00192 -0.508 0.489 -1.347 0.9978 0.0245 -0.0008 0.0617 -0.05724 0.02615 0.00320 14.79791 0.02865 -0.611 3.145 0.219 0.824 -2.678 -0.301 0.496 16700
-0.96935 0.04472 0.00302 1.043 0.186 -1.446 0.9982 -0.0068 0.0028 0.0598 0.03771 0.04226 -0.09194 14.71783 0.02853 -2.715 13.643 1.972 3.974 -11.970 -1.175 1.668 16800
-1.33683 0.75766 -0.05532 6.717 -1.120 -2.167 0.9758 -0.0801 -0.1966 0.0528 8.16139 -0.03828 -0.24715 14.85891 0.04392 -3.083 8.830 0.296 9.701 -8.767 -0.048 1.704 16900
-1.03002 1.13066 -0.36883 18.872 -5.704 -10.250 0.9329 -0.1816 -0.2863 0.1214 13.09954 -0.30642 -0.64726 14.82829 0.09759 0.787 8.855 1.547 12.368 -8.642 0.173 1.729 17000
-0.09876 0.76604 -0.57195 22.038 -9.524 -12.161 0.9158 -0.2467 -0.2633 0.1763 15.61982 -1.03245 -1.65049 14.70295 0.10695 4.309 7.337 -0.463 12.628 -8.585 0.295 1.772 17100
0.18609 0.47232 -0.50134 14.583 -7.972 -7.221 0.9275 -0.2415 -0.2085 0.1946 16.52898 -1.42170 -1.69822 14.69796 0.08792 6.195 6.457 -0.076 12.755 -9.311 0.098 1.694 17200
0.05768 0.20655 -0.30291 9.083 -7.691 -5.558 0.9511 -0.2315 -0.1144 0.1692 16.13258 -2.38237 -3.14511 14.74092 0.06204 5.877 6.871 0.528 12.850 -9.980 -0.173 1.629 17300
-0.07301 0.11735 -0.09603 5.870 -5.478 -1.902 0.9622 -0.2184 -0.0708 0.1463 15.62170 -2.76349 -3.32714 14.71112 0.04033 5.235 7.150 0.216 12.777 -10.213 -0.287 1.623 17400
-0.07542 0.04651 -0.03595 4.416 -4.530 -1.009 0.9682 -0.2187 -0.0326 0.1167 14.94534 -3.53691 -3.93678 14.74603 0.03291 4.557 7.501 0.197 12.602 -10.529 -0.410 1.616 17500
0.11604 -0.00223 -0.09206 3.541 -3.202 0.141 0.9748 -0.2053 -0.0144 0.0863 14.52626 -3.84756 -4.02834 14.72051 0.02198 3.885 7.805 0.114 12.442 -10.805 -0.512 1.614 17600
0.14220 -0.03915 -0.18812 3.074 -2.584 0.714 0.9790 -0.1962 -0.0001 0.0545 14.14236 -4.36674 -4.09011 14.40365 0.01870 3.177 7.883 0.094 12.287 -11.085 -0.615 1.610 17700
0.13691 -0.05229 -0.27232 2.946 -2.308 1.302 0.9829 -0.1824 0.0061 0.0234 13.93245 -4.61181 -4.06914 14.55013 0.01332 2.599 8.114 0.032 12.157 -11.373 -0.701 1.606 17800
0.13333 -0.05165 -0.30654 2.984 -2.508 1.556 0.9844 -0.1757 0.0101 -0.0031 13.76600 -5.02044 -3.89831 14.50825 0.01080 2.147 8.168 0.048 12.029 -11.671 -0.757 1.603 17900
0.08052 -0.04159 -0.29331 2.722 -2.682 1.638 0.9856 -0.1670 0.0131 -0.0247 13.67528 -5.24734 -3.84598 14.44031 0.01000 1.722 8.224 -0.092 11.953 -11.954 -0.786 1.599 18000
0.10046 -0.03356 -0.26156 2.806 -3.009 1.637 0.9852 -0.1655 0.0161 -0.0418 13.59351 -5.66500 -3.59884 14.62311 0.01157 1.869 8.351 0.150 11.669 -12.257 -0.817 1.596 18100
0.09797 -0.02991 -0.22477 2.762 -3.038 1.540 0.9857 -0.1578 0.0198 -0.0562 13.54418 -5.88586 -3.54318 14.83378 0.01488 1.676 8.396 -0.474 11.516 -12.512 -0.724 1.597 18200
0.11854 -0.02732 -0.20494 2.659 -2.906 1.332 0.9849 -0.1564 0.0228 -0.0706 13.48226 -6.32580 -3.30138 14.87473 0.01273 2.050 8.364 -0.070 11.113 -12.720 -0.732 1.606 18300
0.15417 -0.03004 -0.20441 2.454 -2.927 1.294 0.9852 -0.1462 0.0258 -0.0852 13.44169 -6.54653 -3.24472 14.93097 0.01358 1.870 8.261 0.082 10.894 -12.945 -0.783 1.616 18400
0.14163 -0.02773 -0.20815 2.394 -2.778 1.223 0.9842 -0.1425 0.0278 -0.1014 13.38143 -6.97862 -3.03173 15.02061 0.01192 1.747 8.267 -0.194 10.709 -13.221 -0.713 1.618 18500
0.17066 -0.02829 -0.21639 2.221 -2.846 0.925 0.9838 -0.1321 0.0301 -0.1174 13.34101 -7.20018 -2.98497 15.12225 0.00971 2.121 8.347 0.036 10.280 -13.383 -0.743 1.631 18600
0.15563 -0.02260 -0.21463 2.119 -2.858 0.921 0.9823 -0.1279 0.0316 -0.1335 13.28271 -7.62415 -2.80341 15.21773 0.00996 1.981 8.177 -0.078 10.033 -13.589 -0.718 1.643 18700
0.15980 -0.02000 -0.20758 2.008 -2.834 0.780 0.9812 -0.1182 0.0339 -0.1488 13.24492 -7.84479 -2.76346 15.42679 0.01010 2.197 8.255 0.211 9.663 -13.756 -0.770 1.657 18800
0.16212 -0.01460 -0.19526 1.900 -2.826 0.763 0.9792 -0.1142 0.0353 -0.1637 13.18576 -8.26351 -2.60906 15.65171 0.00900 2.271 8.212 -0.264 9.343 -13.935 -0.689 1.668 18900
0.14164 -0.01300 -0.18084 1.906 -2.796 0.583 0.9777 -0.1043 0.0376 -0.1781 13.14938 -8.47689 -2.57704 15.47527 0.00779 2.626 8.063 0.151 8.900 -13.969 -0.756 1.691 19000
0.16817 -0.00860 -0.17168 1.746 -2.679 0.539 0.9754 -0.1008 0.0391 -0.1921 13.08440 -8.88344 -2.46104 15.85278 0.01061 2.728 8.005 -0.117 8.560 -14.089 -0.722 1.705 19100
0.15957 -0.00923 -0.16423 1.618 -2.503 0.322 0.9735 -0.0903 0.0411 -0.2061 13.04463 -9.08596 -2.43961 15.92831 0.00813 2.988 7.946 0.129 8.164 -14.122 -0.777 1.726 19200
0.16462 -0.00511 -0.15745 1.589 -2.548 0.269 0.9709 -0.0869 0.0423 -0.2193 12.98086 -9.48018 -2.35361 16.10962 0.00709 3.196 7.827 -0.040 7.803 -14.173 -0.772 1.744 19300
0.18131 -0.00772 -0.15231 1.545 -2.426 0.144 0.9686 -0.0760 0.0437 -0.2327 12.94434 -9.67593 -2.33883 16.20077 0.00852 3.465 7.723 0.078 7.420 -14.144 -0.821 1.767 19400
0.15864 -0.00241 -0.14291 1.289 -2.408 0.112 0.9658 -0.0717 0.0443 -0.2454 12.88536 -10.04135 -2.27806 16.35652 0.00542 3.749 7.561 0.002 7.050 -14.106 -0.842 1.788 19500
0.18871 -0.00530 -0.13509 1.303 -2.398 -0.005 0.9632 -0.0611 0.0454 -0.2579 12.85226 -10.22608 -2.26850 16.47796 0.00603 4.042 7.418 0.041 6.683 -14.001 -0.891 1.812 19600
0.17176 0.00022 -0.12348 1.137 -2.161 -0.031 0.9602 -0.0562 0.0456 -0.2697 12.79702 -10.56848 -2.23805 16.59756 0.00634 4.369 7.200 0.024 6.333 -13.875 -0.932 1.836 19700
0.17624 -0.00171 -0.11357 1.175 -2.096 -0.117 0.9574 -0.0465 0.0467 -0.2813 12.76466 -10.73963 -2.23541 16.60945 0.00485 4.624 6.994 0.027 6.021 -13.713 -0.986 1.859 19800
0.17726 0.00158 -0.10403 1.134 -2.061 -0.158 0.9545 -0.0414 0.0464 -0.2917 12.72294 -11.05243 -2.23050 17.01541 0.00350 5.025 6.819 0.016 5.704 -13.523 -1.035 1.884 19900
0.15263 -0.00136 -0.09452 1.115 -1.926 -0.309 0.9516 -0.0319 0.0471 -0.3020 12.70009 -11.20628 -2.23440 17.08954 0.00261 5.287 6.609 0.015 5.435 -13.312 -1.091 1.908 20000
0.17045 0.00287 -0.08839 1.020 -1.979 -0.250 0.9488 -0.0276 0.0466 -0.3113 12.67034 -11.49748 -2.24887 17.12776 -0.00029 5.570 6.333 -0.001 5.207 -13.113 -1.143 1.930 20100
0.15331 -0.00107 -0.07986 1.100 -1.648 -0.352 0.9458 -0.0185 0.0470 -0.3207 12.65814 -11.63712 -2.25718 17.21408 0.00271 5.768 6.154 0.018 5.021 -12.919 -1.202 1.949 20200
0.15832 0.00315 -0.07204 1.095 -1.649 -0.382 0.9431 -0.0145 0.0465 -0.3289 12.63999 -11.89312 -2.28158 17.40926 0.00101 6.028 5.956 0.006 4.856 -12.739 -1.255 1.967 20300
0.15922 -0.00178 -0.06486 1.049 -1.394 -0.511 0.9404 -0.0056 0.0466 -0.3367 12.62900 -12.01546 -2.29241 17.52596 -0.00195 6.193 5.817 -0.010 4.721 -12.569 -1.306 1.982 20400
0.13565 0.00339 -0.05553 1.058 -1.424 -0.510 0.9380 -0.0013 0.0457 -0.3436 12.63030 -12.23649 -2.33117 17.67894 -0.00115 6.401 5.650 -0.006 4.608 -12.418 -1.360 1.996 20500
0.15066 -0.00156 -0.04772 1.050 -1.275 -0.456 0.9355 0.0064 0.0459 -0.3502 12.62935 -12.34253 -2.34377 17.81833 -0.00137 6.539 5.548 -0.007 4.514 -12.279 -1.411 2.008 20600
0.13422 0.00262 -0.04053 1.110 -1.148 -0.545 0.9334 0.0107 0.0447 -0.3559 12.64720 -12.53316 -2.39019 17.69711 -0.00065 6.627 5.383 -0.002 4.454 -12.180 -1.468 2.016 20700
0.12869 -0.00260 -0.03349 1.123 -1.062 -0.562 0.9312 0.0172 0.0450 -0.3613 12.65764 -12.62593 -2.40382 17.75096 -0.00130 6.700 5.312 -0.006 4.407 -12.097 -1.519 2.023 20800
0.12722 0.00279 -0.02675 1.059 -1.060 -0.403 0.9295 0.0212 0.0436 -0.3657 12.69269 -12.79377 -2.45548 18.10040 -0.00208 6.897 5.261 -0.014 4.357 -12.011 -1.572 2.030 20900
0.10651 -0.00025 -0.02093 1.132 -0.875 -0.630 0.9276 0.0271 0.0439 -0.3699 12.71150 -12.87184 -2.47390 18.28070 -0.00323 7.010 5.229 -0.021 4.311 -11.929 -1.618 2.036 21000
0.11251 0.00513 -0.01564 1.081 -0.860 -0.693 0.9261 0.0306 0.0427 -0.3736 12.76233 -13.00890 -2.52210 18.17225 -0.00429 7.060 5.132 -0.028 4.289 -11.877 -1.669 2.040 21100
0.09700 0.00087 -0.00950 1.058 -0.756 -0.617 0.9247 0.0357 0.0431 -0.3766 12.78753 -13.07459 -2.53447 18.32645 -0.00512 7.140 5.116 -0.035 4.267 -11.830 -1.712 2.044 21200
0.09119 0.00527 -0.00438 1.046 -0.739 -0.706 0.9236 0.0387 0.0422 -0.3791 12.85163 -13.18387 -2.59794 18.45891 -0.00588 7.244 5.083 -0.041 4.252 -11.790 -1.759 2.047 21300
0.08524 0.00002 -0.00046 1.119 -0.583 -0.649 0.9224 0.0431 0.0427 -0.3815 12.88551 -13.23438 -2.61266 18.58602 -0.00539 7.311 5.083 -0.037 4.239 -11.754 -1.801 2.049 21400
0.07178 0.00539 0.00443 1.196 -0.502 -0.551 0.9216 0.0457 0.0418 -0.3832 12.96300 -13.32347 -2.66738 18.70297 -0.00536 7.399 5.069 -0.038 4.232 -11.727 -1.848 2.051 21500
0.07115 0.00111 0.00766 1.166 -0.385 -0.767 0.9207 0.0491 0.0426 -0.3848 13.00301 -13.36282 -2.68401 18.91598 -0.00583 7.487 5.091 -0.042 4.221 -11.697 -1.886 2.053 21600
0.06194 0.00550 0.01103 1.240 -0.459 -0.575 0.9201 0.0513 0.0418 -0.3860 13.08702 -13.43315 -2.73664 18.79466 -0.00810 7.499 5.051 -0.059 4.229 -11.688 -1.928 2.054 21700
0.05680 0.00121 0.01362 1.094 -0.340 -0.774 0.9196 0.0539 0.0427 -0.3869 13.13052 -13.46652 -2.75178 19.00353 -0.00699 7.577 5.075 -0.051 4.231 -11.673 -1.963 2.054 21800
0.05173 0.00559 0.01646 1.139 -0.257 -0.721 0.9192 0.0560 0.0418 -0.3874 13.23182 -13.51665 -2.80642 18.98871 -0.00482 7.611 5.068 -0.035 4.247 -11.668 -2.009 2.054 21900
0.04250 0.00129 0.01983 1.165 -0.303 -0.763 0.9189 0.0580 0.0427 -0.3879 13.28558 -13.53963 -2.82146 19.18467 -0.00508 7.683 5.101 -0.038 4.257 -11.661 -2.045 2.055 22000
0.03962 0.00568 0.02240 1.218 -0.154 -0.688 0.9189 0.0597 0.0421 -0.3877 13.39103 -13.57081 -2.87503 19.19658 -0.00558 7.718 5.106 -0.042 4.278 -11.660 -2.087 2.055 22100
0.03338 0.00137 0.02416 1.204 -0.113 -0.688 0.9188 0.0611 0.0433 -0.3875 13.44497 -13.58345 -2.88890 19.16487 -0.00913 7.720 5.102 -0.069 4.305 -11.666 -2.116 2.054 22200
0.02817 0.00455 0.02580 1.122 -0.219 -0.740 0.9189 0.0625 0.0429 -0.3872 13.54925 -13.60337 -2.93580 19.28760 -0.00694 7.777 5.127 -0.052 4.335 -11.669 -2.152 2.054 22300
0.02403 0.00146 0.02852 1.150 -0.091 -0.784 0.9189 0.0635 0.0441 -0.3869 13.60050 -13.60923 -2.94800 19.32913 -0.01171 7.795 5.143 -0.090 4.365 -11.677 -2.174 2.053 22400
0.01991 0.00463 0.02904 1.038 -0.087 -0.754 0.9192 0.0645 0.0436 -0.3861 13.70969 -13.61883 -2.99305 19.26308 -0.01002 7.797 5.137 -0.076 4.410 -11.686 -2.205 2.053 22500
0.01573 0.00152 0.02955 1.070 0.017 -0.830 0.9194 0.0649 0.0448 -0.3854 13.76599 -13.62103 -3.00595 19.50114 -0.01155 7.869 5.184 -0.090 4.440 -11.692 -2.225 2.052 22600
0.01369 0.00470 0.03080 1.148 0.016 -0.683 0.9197 0.0660 0.0445 -0.3846 13.88506 -13.61528 -3.05242 19.57662 -0.00951 7.911 5.216 -0.074 4.477 -11.697 -2.255 2.052 22700
0.00928 0.00281 0.03134 1.078 0.005 -0.642 0.9200 0.0663 0.0458 -0.3836 13.94319 -13.61370 -3.06299 19.76871 -0.00888 7.976 5.255 -0.070 4.504 -11.700 -2.277 2.052 22800
0.00630 0.00477 0.03296 1.105 0.105 -0.788 0.9204 0.0670 0.0455 -0.3826 14.05530 -13.60196 -3.10383 19.71864 -0.01025 7.978 5.264 -0.080 4.545 -11.706 -2.302 2.051 22900
0.00636 0.00166 0.03391 1.103 0.087 -0.645 0.9208 0.0668 0.0469 -0.3814 14.11307 -13.59475 -3.11119 19.84466 -0.00962 8.021 5.287 -0.076 4.579 -11.711 -2.319 2.051 23000
-0.00827 0.00483 0.03482 1.081 0.087 -0.788 0.9213 0.0674 0.0467 -0.3801 14.22852 -13.57749 -3.15082 19.80287 -0.01057 8.024 5.294 -0.084 4.627 -11.717 -2.341 2.050 23100
-0.00820 0.00172 0.03577 0.990 0.041 -0.796 0.9219 0.0666 0.0482 -0.3787 14.28567 -13.56474 -3.16179 19.94025 -0.01150 8.068 5.318 -0.092 4.667 -11.723 -2.353 2.050 23200
-0.01870 0.00392 0.03616 1.023 0.170 -0.816 0.9224 0.0668 0.0482 -0.3773 14.39695 -13.53971 -3.19314 20.09209 -0.01155 8.123 5.366 -0.093 4.705 -11.727 -2.368 2.050 23300
-0.02327 0.00080 0.03550 1.039 0.154 -0.875 0.9230 0.0654 0.0500 -0.3758 14.45390 -13.52431 -3.20176 20.05454 -0.01219 8.121 5.361 -0.098 4.749 -11.733 -2.375 2.049 23400
-0.01695 0.00300 0.03469 0.949 0.111 -0.834 0.9237 0.0652 0.0501 -0.3742 14.56196 -13.50056 -3.23284 20.01487 -0.01075 8.120 5.361 -0.086 4.804 -11.739 -2.388 2.049 23500
-0.03080 0.00086 0.03450 0.937 0.030 -0.967 0.9243 0.0637 0.0517 -0.3728 14.61720 -13.48683 -3.24006 20.10692 -0.01155 8.150 5.373 -0.093 4.853 -11.745 -2.392 2.049 23600
-0.02680 0.00306 0.03276 0.951 0.101 -0.905 0.9250 0.0632 0.0519 -0.3710 14.72737 -13.45487 -3.27160 20.14217 -0.01193 8.171 5.391 -0.096 4.907 -11.750 -2.399 2.049 23700
-0.03108 -0.00006 0.03232 0.906 0.181 -0.865 0.9257 0.0618 0.0535 -0.3694 14.78144 -13.43585 -3.27709 20.13501 -0.00960 8.172 5.387 -0.077 4.962 -11.755 -2.403 2.048 23800
-0.03351 0.00311 0.03043 0.865 0.150 -0.790 0.9264 0.0609 0.0537 -0.3678 14.88448 -13.40994 -3.30695 20.18557 -0.01277 8.195 5.400 -0.104 5.021 -11.759 -2.406 2.048 23900
-0.02604 -0.00002 0.02945 0.906 0.130 -0.944 0.9270 0.0592 0.0553 -0.3663 14.93627 -13.39611 -3.31728 20.24661 -0.01280 8.219 5.403 -0.104 5.074 -11.762 -2.403 2.048 24000
-0.22055 -0.15088 0.07835 0.968 -0.305 2.346 0.9287 0.0497 0.0489 -0.3642 15.03805 -13.38229 -3.23847 20.19897 -0.02398 8.237 5.367 -0.206 5.141 -11.752 -2.381 2.049 24100
-0.16410 -0.09662 0.05821 0.488 0.434 1.827 0.9307 0.0381 0.0482 -0.3607 15.07085 -13.35609 -3.16633 20.02970 -0.02241 8.193 5.286 -0.186 5.222 -11.738 -2.348 2.050 24200
-0.11499 -0.07224 0.01540 0.088 0.521 1.358 0.9317 0.0310 0.0461 -0.3588 15.12879 -13.31355 -2.85865 20.23662 -0.02018 8.239 5.299 -0.166 5.292 -11.703 -2.268 2.052 24300
